Read_file	Genome_file	Adjusted_ANI	Naive_ANI	ANI_5-95_percentile	Eff_cov	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov	Containment_ind	Contig_name
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/306/945/GCF_000306945.1_genomic.fna.gz	99.71	91.26	97.68-101.79	0.065	0.065	0.03-0.11	1	0.061	191/3254	NC_018518.1 Bordetella pertussis 18323, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/010/305/GCF_000010305.1_genomic.fna.gz	99.69	99.69	NA-NA	3.626	HIGH	NA-NA	3	3.277	3665/4039	NC_012489.1 Gemmatimonas aurantiaca T-27, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/016/125/GCF_000016125.1_genomic.fna.gz	99.66	97.93	99.37-99.92	0.854	0.854	0.74-0.94	1	0.833	794/1517	NC_009135.1 Methanococcus maripaludis C5, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/010/505/GCF_000010505.1_genomic.fna.gz	99.64	98.18	99.41-99.88	0.980	0.980	0.88-1.10	1	0.957	1052/1859	NC_010729.1 Porphyromonas gingivalis ATCC 33277, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/021/565/GCF_000021565.1_genomic.fna.gz	99.64	99.64	NA-NA	3.196	HIGH	NA-NA	3	2.855	1574/1762	NC_012440.1 Persephonella marina EX-H1, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/008/665/GCF_000008665.1_genomic.fna.gz	99.61	95.78	99.09-100.34	0.343	0.343	0.28-0.42	1	0.314	489/1862	NC_000917.1 Archaeoglobus fulgidus DSM 4304, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/012/825/GCF_000012825.1_genomic.fna.gz	99.61	97.21	99.35-99.84	0.619	0.619	0.54-0.67	1	0.560	1737/4174	NC_009614.1 Phocaeicola vulgatus ATCC 8482, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/001/639/275/GCF_001639275.1_genomic.fna.gz	99.59	99.59	NA-NA	3.635	HIGH	NA-NA	3	3.179	1572/1785	NZ_LWMU01000001.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000001, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/019/085/GCF_000019085.1_genomic.fna.gz	99.49	99.49	NA-NA	3.129	HIGH	NA-NA	3	2.667	1617/1897	NC_010321.1 Thermoanaerobacter pseudethanolicus ATCC 33223, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/013/645/GCF_000013645.1_genomic.fna.gz	99.41	95.34	99.12-99.72	0.313	0.313	0.28-0.35	1	0.267	1862/8179	NC_007951.1 Paraburkholderia xenovorans LB400 chromosome 1, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/015/125/GCF_000015125.1_genomic.fna.gz	99.38	97.71	99.14-99.62	0.877	0.877	0.79-0.96	1	0.757	1231/2522	NC_008639.1 Chlorobium phaeobacteroides DSM 266, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/020/225/GCF_000020225.1_genomic.fna.gz	99.36	96.78	99.09-99.65	0.570	0.570	0.51-0.63	1	0.487	841/2322	NC_010655.1 Akkermansia muciniphila ATCC BAA-835, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/011/105/GCF_000011105.1_genomic.fna.gz	99.35	99.35	NA-NA	2.882	HIGH	NA-NA	3	2.354	1239/1517	NC_000961.1 Pyrococcus horikoshii OT3, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/001/481/685/GCF_001481685.1_genomic.fna.gz	99.33	97.89	99.05-99.60	0.986	0.986	0.86-1.14	1	0.814	624/1210	NZ_CP006867.1 Ignicoccus islandicus DSM 13165 chromosome, complete genome
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/156/375/GCF_000156375.1_genomic.fna.gz	99.33	96.37	98.95-99.79	0.485	0.485	0.41-0.57	1	0.412	773/2434	NZ_DS996397.1 Desulfovibrio piger ATCC 29098 Scfld442, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/018/865/GCF_000018865.1_genomic.fna.gz	99.31	96.17	98.99-99.70	0.451	0.451	0.38-0.50	1	0.371	1330/4464	NC_010175.1 Chloroflexus aurantiacus J-10-fl, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/009/705/GCF_000009705.1_genomic.fna.gz	99.30	95.95	99.00-99.62	0.414	0.414	0.37-0.46	1	0.385	1684/6060	NC_003272.1 Nostoc sp. PCC 7120 = FACHB-418, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/015/805/GCF_000015805.1_genomic.fna.gz	99.28	96.00	98.80-99.90	0.426	0.426	0.34-0.51	1	0.340	492/1744	NC_009073.1 Pyrobaculum calidifontis JCM 11548, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/007/985/GCF_000007985.2_genomic.fna.gz	99.27	94.84	98.78-99.76	0.272	0.272	0.22-0.32	1	0.220	634/3280	NC_002939.5 Geobacter sulfurreducens PCA, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/011/065/GCF_000011065.1_genomic.fna.gz	99.24	94.55	98.75-99.76	0.247	0.247	0.20-0.28	1	0.199	937/5318	NC_004663.1 Bacteroides thetaiotaomicron VPI-5482, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/008/185/GCF_000008185.1_genomic.fna.gz	99.15	95.27	98.61-99.70	0.334	0.334	0.27-0.39	1	0.265	544/2444	NC_002967.9 Treponema denticola ATCC 35405, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/021/282/585/GCF_021282585.1_genomic.fna.gz	99.15	97.19	98.90-99.33	0.754	0.754	0.70-0.83	1	0.603	2227/5395	NZ_JAJSPR010000100.1 Pseudomonas alloputida strain NMI2441_06 NODE_100_length_3132_cov_481.337, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/017/945/GCF_000017945.1_genomic.fna.gz	99.01	97.35	98.67-99.37	0.877	0.877	0.75-1.02	1	0.636	496/1141	NC_009776.1 Ignicoccus hospitalis KIN4/I, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/015/865/GCF_000015865.1_genomic.fna.gz	98.98	95.04	98.51-99.66	0.326	0.326	0.27-0.37	1	0.242	631/3054	NC_009012.1 Acetivibrio thermocellus ATCC 27405, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/008/124/605/GCF_008124605.1_genomic.fna.gz	98.86	97.95	98.65-99.08	1.352	1.352	1.16-1.52	2	1.063	1043/1982	NZ_VRYN01000001.1 Halobacterium salinarum DSM 3754 Ga0061114_scaffold00001.1, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/016/065/GCF_000016065.1_genomic.fna.gz	98.84	94.38	98.31-99.45	0.267	0.267	0.22-0.32	1	0.191	663/3981	NC_009092.1 Shewanella loihica PV-4, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/000/008/085/GCA_000008085.1_genomic.fna.gz	98.65	97.01	98.03-99.33	0.883	0.883	0.66-1.08	1	0.577	175/449	AE017199.1 Nanoarchaeum equitans Kin4-M chromosome, complete genome
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/196/135/GCF_000196135.1_genomic.fna.gz	98.60	94.27	97.91-99.55	0.279	0.279	0.18-0.36	1	0.189	294/1834	NC_005090.1 Wolinella succinogenes DSM 1740, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/900/456/975/GCF_900456975.1_genomic.fna.gz	98.44	97.62	98.25-98.63	1.435	1.435	1.30-1.59	2	1.058	2096/4427	NZ_UGYM01000002.1 Shewanella baltica strain NCTC10735, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/008/565/GCF_000008565.1_genomic.fna.gz	98.35	93.52	97.56-99.39	0.230	0.230	0.16-0.30	1	0.140	342/2726	NC_001263.1 Deinococcus radiodurans R1 chromosome 1, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/003/968/655/GCF_003968655.1_genomic.fna.gz	98.35	97.67	98.13-98.55	1.605	1.605	1.38-1.85	2	1.034	855/1775	NZ_RXYK01000010.1 Chlorobium phaeovibrioides strain BrKhr17 NODE_10_length_80169_cov_14.7459, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/001/645/105/GCF_001645105.1_genomic.fna.gz	98.28	96.43	98.06-98.50	0.788	0.788	0.71-0.87	1	0.496	1857/5735	NZ_LKEG01000001.1 Pseudomonas marginalis strain ICMP 3553 C1001, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/006/716/065/GCF_006716065.1_genomic.fna.gz	98.05	93.43	97.36-98.87	0.248	0.248	0.18-0.30	1	0.138	589/4839	NZ_VFOL01000001.1 Salinispora arenicola strain DSM 44819 Ga0264271_11, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/008/545/GCF_000008545.1_genomic.fna.gz	97.85	97.85	NA-NA	6.699	HIGH	NA-NA	6	3.363	803/1576	NC_000853.1 Thermotoga maritima MSB8, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/166/775/GCF_000166775.1_genomic.fna.gz	97.70	93.62	96.80-98.68	0.299	0.299	0.21-0.40	1	0.273	302/2331	NC_014720.1 Caldicellulosiruptor kronotskyensis 2002, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/784/835/GCF_000784835.1_genomic.fna.gz	97.14	97.14	NA-NA	6.577	HIGH	NA-NA	6	2.641	638/1567	NZ_JSFH01000001.1 Thermotoga sp. Mc24 Contig1, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/392/875/GCF_000392875.1_genomic.fna.gz	97.06	92.26	96.07-98.18	0.227	0.227	0.16-0.30	1	0.092	207/2517	NZ_KB944588.1 Enterococcus faecalis ATCC 19433 acAqW-supercont1.1, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/002/945/325/GCF_002945325.1_genomic.fna.gz	96.69	94.09	96.04-97.36	0.548	0.548	0.43-0.66	1	0.202	229/1516	NZ_CP026606.1 Methanococcus maripaludis strain DSM 2067 chromosome, complete genome
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/173/615/GCF_000173615.1_genomic.fna.gz	96.67	91.51	95.05-98.81	0.197	0.197	0.09-0.31	1	0.073	80/1251	NZ_ABZS01000228.1 Sulfurihydrogenibium yellowstonense SS-5 gcontig_18, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/900/760/795/GCA_900760795.1_genomic.fna.gz	96.66	94.30	96.21-97.11	0.611	0.611	0.52-0.71	1	0.221	569/3508	CAAFAI010000001.1 TPA_asm: Bacteroidaceae bacterium, isolate HGM04771, WGS project CAAFAI010000000 data, contig: SRS021948_34_k99_167, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/019/655/335/GCF_019655335.1_genomic.fna.gz	96.59	95.69	96.39-96.79	1.347	1.347	1.18-1.52	2	0.566	1109/4339	NZ_BPFD01000001.1 Shewanella hafniensis strain ATCC BAA-1207 sequence001, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/019/414/665/GCA_019414665.1_genomic.fna.gz	96.44	94.16	95.85-96.91	0.634	0.634	0.50-0.78	1	0.211	340/2193	DXLO01000001.1 MAG TPA_asm: Bacteroides sp. isolate HRGM_Genome_0405 HRGM_Genome_0405_1, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/007/225/GCF_000007225.1_genomic.fna.gz	96.35	90.90	94.86-98.65	0.176	0.176	0.08-0.28	1	0.056	99/1903	NC_003364.1 Pyrobaculum aerophilum str. IM2, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/019/785/GCF_000019785.1_genomic.fna.gz	96.18	89.29	93.97-98.45	0.103	0.103	0.05-0.19	1	0.031	123/4128	NC_010524.1 Leptothrix cholodnii SP-6, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/000/445/185/GCA_000445185.1_genomic.fna.gz	96.16	96.16	NA-NA	3.194	HIGH	NA-NA	3	0.948	679/2287	AVAF01000001.1 MAG: Thermoanaerobacter sp. A7A NODE_13_length_6096_cov_691.959473, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/003/722/315/GCA_003722315.1_genomic.fna.gz	96.06	96.06	NA-NA	3.107	HIGH	NA-NA	3	0.893	629/2188	CP033580.1 Thermoanaerobacter ethanolicus JW 200 chromosome, complete genome
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/213/785/GCF_000213785.1_genomic.fna.gz	96.01	93.89	95.34-96.67	0.677	0.677	0.52-0.90	1	0.205	186/1314	NC_015557.1 Hydrogenobaculum sp. 3684, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/013/009/555/GCF_013009555.1_genomic.fna.gz	95.97	93.55	95.57-96.48	0.591	0.591	0.48-0.68	1	0.173	600/4734	NZ_CP046176.1 Phocaeicola dorei strain DSM 17855 chromosome, complete genome
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/019/414/725/GCA_019414725.1_genomic.fna.gz	95.93	93.84	95.38-96.36	0.686	0.686	0.57-0.80	1	0.197	393/2824	DXLM01000001.1 MAG TPA_asm: Bacteroides sp. isolate HRGM_Genome_0403 HRGM_Genome_0403_1, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/001/602/925/GCA_001602925.1_genomic.fna.gz	95.84	94.32	95.32-96.30	0.911	0.911	0.76-1.12	1	0.280	325/1993	LUZT01000020.1 MAG: Chlorobiales bacterium Clorobi_01 Chlorobi_01_contig_10178, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/147/695/GCF_000147695.2_genomic.fna.gz	95.64	95.64	NA-NA	3.220	HIGH	NA-NA	3	0.809	563/2242	NC_015958.1 Thermoanaerobacter wiegelii Rt8.B1, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/905/200/945/GCA_905200945.1_genomic.fna.gz	95.41	92.96	94.88-96.05	0.578	0.578	0.45-0.70	1	0.142	249/2394	CAJKMG010000001.1 TPA_asm: uncultured Akkermansia sp. isolate ERR414247-bin.14 genome assembly, contig: NODE_1_length_362532_cov_11.812060, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/020/161/265/GCA_020161265.1_genomic.fna.gz	95.32	94.60	95.11-95.56	1.531	1.531	1.33-1.73	2	0.420	937/5232	JAIUOC010000010.1 MAG: Chloroflexi bacterium isolate HERP1 spades-bin.75~NODE_121_length_326074_cov_3.61005, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/020/721/225/GCA_020721225.1_genomic.fna.gz	95.30	94.48	94.91-95.66	1.414	1.414	1.13-1.74	2	0.425	390/2266	DYNE01000043.1 MAG TPA_asm: Pelodictyon luteolum isolate SulCav_FS08_3_51_27 SulCav_FS08-3_1039_length_19552_cov_13.561061, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/012/843/875/GCF_012843875.1_genomic.fna.gz	95.27	92.95	94.80-95.86	0.609	0.609	0.48-0.73	1	0.139	252/2434	NZ_JABAFY010000001.1 Desulfovibrio piger strain PG-251-APC-1 Contig_1, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/902/459/535/GCF_902459535.1_genomic.fna.gz	95.14	91.17	94.32-95.84	0.304	0.304	0.24-0.39	1	0.067	401/7033	NZ_LR699553.1 Paraburkholderia dioscoreae isolate PDMSB31 chromosome I
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/024/181/605/GCF_024181605.1_genomic.fna.gz	95.09	91.10	94.07-96.24	0.301	0.301	0.19-0.39	1	0.064	132/2375	NZ_CP054477.1 Treponema denticola strain OMZ 823 chromosome, complete genome
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/166/355/GCF_000166355.1_genomic.fna.gz	94.86	92.31	94.02-95.77	0.541	0.541	0.36-0.76	2	0.262	194/2320	NC_014652.1 Caldicellulosiruptor hydrothermalis 108, complete sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/014/896/455/GCA_014896455.1_genomic.fna.gz	94.72	94.72	NA-NA	3.147	HIGH	NA-NA	3	0.575	346/1860	JADBKJ010000001.1 MAG: Thermoanaerobacter sp. isolate Bu09 bin.9_contig1, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/014/696/625/GCF_014696625.1_genomic.fna.gz	94.70	91.32	93.98-95.53	0.382	0.382	0.28-0.49	1	0.083	393/6552	NZ_JACJQL010000001.1 Nostoc parmelioides FACHB-3921 contig1, whole genome shotgun sequence
nanopore_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/001/509/575/GCF_001509575.1_genomic.fna.gz	94.63	94.21	94.47-95.16	1.975	1.975	1.36-2.01	2	0.402	281/1785	NZ_LMBR01000001.1 Chlorobium limicola strain Frasassi contig-124_0, whole genome shotgun sequence
