Read_file	Genome_file	Adjusted_ANI	Naive_ANI	ANI_5-95_percentile	Eff_cov	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov	Containment_ind	Contig_name
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/003/543/175/GCA_003543175.1_genomic.fna.gz	100.00	95.78	99.86-100.51	0.282	0.282	0.24-0.31	1	0.301	1589/6053	DPJC01000012.1 MAG TPA_asm: Hydrogenobaculum sp. isolate UBA8840 contig_1217, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/016/125/GCF_000016125.1_genomic.fna.gz	100.00	99.55	100.02-100.17	1.810	1.810	1.71-1.92	2	2.300	6138/7055	NC_009135.1 Methanococcus maripaludis C5, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/008/565/GCF_000008565.1_genomic.fna.gz	100.00	98.69	99.97-100.13	1.036	1.036	1.00-1.08	1	1.135	8471/12734	NC_001263.1 Deinococcus radiodurans R1 chromosome 1, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/018/865/GCF_000018865.1_genomic.fna.gz	100.00	99.33	100.00-100.07	1.587	1.587	1.54-1.63	2	1.620	16663/20510	NC_010175.1 Chloroflexus aurantiacus J-10-fl, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/020/225/GCF_000020225.1_genomic.fna.gz	100.00	99.67	99.98-100.05	2.251	2.251	2.15-2.34	2	2.414	9403/10414	NC_010655.1 Akkermansia muciniphila ATCC BAA-835, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/021/565/GCF_000021565.1_genomic.fna.gz	100.00	100.00	NA-NA	16.364	HIGH	NA-NA	16	16.364	7862/7862	NC_012440.1 Persephonella marina EX-H1, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/010/305/GCF_000010305.1_genomic.fna.gz	100.00	100.00	NA-NA	27.843	HIGH	NA-NA	28	27.797	18547/18548	NC_012489.1 Gemmatimonas aurantiaca T-27, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/001/639/275/GCF_001639275.1_genomic.fna.gz	100.00	100.00	NA-NA	10.040	HIGH	NA-NA	9	9.798	8216/8217	NZ_LWMU01000001.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000001, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/016/785/GCF_000016785.1_genomic.fna.gz	100.00	100.00	NA-NA	27.171	HIGH	NA-NA	25	25.745	7214/7215	NC_009486.1 Thermotoga petrophila RKU-1, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/016/545/GCF_000016545.1_genomic.fna.gz	100.00	100.00	NA-NA	26.590	HIGH	NA-NA	26	26.585	11206/11208	NC_009437.1 Caldicellulosiruptor saccharolyticus DSM 8903, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/018/945/GCF_000018945.1_genomic.fna.gz	100.00	100.00	NA-NA	40.455	HIGH	NA-NA	40	40.426	7472/7475	NC_011978.1 Thermotoga neapolitana DSM 4359, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/019/085/GCF_000019085.1_genomic.fna.gz	100.00	100.00	NA-NA	7.388	HIGH	NA-NA	7	7.381	8749/8753	NC_010321.1 Thermoanaerobacter pseudethanolicus ATCC 33223, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/196/115/GCF_000196115.1_genomic.fna.gz	100.00	100.00	NA-NA	7.826	HIGH	NA-NA	8	7.820	28094/28113	NC_005027.1 Rhodopirellula baltica SH 1, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/002/952/055/GCF_002952055.1_genomic.fna.gz	100.00	100.00	NA-NA	8.898	HIGH	NA-NA	9	8.890	10670/10679	NZ_CP021255.1 Desulfobulbus oralis strain HOT041/ORNL chromosome, complete genome
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/020/465/GCF_000020465.1_genomic.fna.gz	100.00	100.00	NA-NA	13.217	HIGH	NA-NA	13	13.178	10631/10644	NC_010803.1 Chlorobium limicola DSM 245, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/000/018/565/GCA_000018565.1_genomic.fna.gz	100.00	100.00	NA-NA	7.459	HIGH	NA-NA	7	7.449	26568/26602	CP000875.1 Herpetosiphon aurantiacus DSM 785, complete genome
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/166/095/GCF_000166095.1_genomic.fna.gz	100.00	100.00	NA-NA	15.444	HIGH	NA-NA	15	15.422	4887/4894	NC_014658.1 Methanothermus fervidus DSM 2088, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/011/105/GCF_000011105.1_genomic.fna.gz	99.99	99.99	NA-NA	7.416	HIGH	NA-NA	7	7.384	6894/6905	NC_000961.1 Pyrococcus horikoshii OT3, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/091/665/GCF_000091665.1_genomic.fna.gz	99.99	99.99	NA-NA	15.887	HIGH	NA-NA	15	15.857	6827/6840	NC_000909.1 Methanocaldococcus jannaschii DSM 2661, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/011/065/GCF_000011065.1_genomic.fna.gz	99.98	98.39	99.93-100.05	0.914	0.914	0.89-0.93	1	0.931	14925/24678	NC_004663.1 Bacteroides thetaiotaomicron VPI-5482, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/900/167/395/GCF_900167395.1_genomic.fna.gz	99.98	99.98	NA-NA	10.433	HIGH	NA-NA	10	10.233	10684/10739	NZ_FUWK01000085.1 Nitrosomonas europaea strain ATCC 25978, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/015/125/GCF_000015125.1_genomic.fna.gz	99.97	99.97	NA-NA	5.181	HIGH	NA-NA	5	5.083	11681/11801	NC_008639.1 Chlorobium phaeobacteroides DSM 266, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/012/825/GCF_000012825.1_genomic.fna.gz	99.97	99.44	99.92-100.00	1.848	1.848	1.78-1.91	2	1.904	16432/19561	NC_009614.1 Phocaeicola vulgatus ATCC 8482, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/001/481/685/GCF_001481685.1_genomic.fna.gz	99.96	99.96	NA-NA	4.586	HIGH	NA-NA	4	4.536	5515/5576	NZ_CP006867.1 Ignicoccus islandicus DSM 13165 chromosome, complete genome
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/000/007/325/GCA_000007325.1_genomic.fna.gz	99.96	99.96	NA-NA	5.065	HIGH	NA-NA	5	5.000	8266/8373	AE009951.2 Fusobacterium nucleatum subsp. nucleatum ATCC 25586, complete genome
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/006/985/GCF_000006985.1_genomic.fna.gz	99.95	99.95	NA-NA	4.760	HIGH	NA-NA	4	4.670	8274/8406	NC_002932.3 Chlorobaculum tepidum TLS, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/016/065/GCF_000016065.1_genomic.fna.gz	99.95	98.04	99.87-100.04	0.782	0.782	0.75-0.81	1	0.805	9811/18108	NC_009092.1 Shewanella loihica PV-4, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/013/645/GCF_000013645.1_genomic.fna.gz	99.93	99.54	99.90-99.95	2.138	2.138	2.09-2.20	2	2.168	32893/37898	NC_007951.1 Paraburkholderia xenovorans LB400 chromosome 1, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/009/705/GCF_000009705.1_genomic.fna.gz	99.90	99.32	99.87-99.93	1.756	1.756	1.72-1.80	2	2.041	22846/28192	NC_003272.1 Nostoc sp. PCC 7120 = FACHB-418, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/016/425/GCF_000016425.1_genomic.fna.gz	99.87	98.35	99.81-99.95	0.949	0.949	0.92-0.98	1	0.945	12214/20460	NC_009380.1 Salinispora tropica CNB-440, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/008/665/GCF_000008665.1_genomic.fna.gz	99.77	99.00	99.71-99.83	1.512	1.512	1.45-1.57	2	1.324	6313/8623	NC_000917.1 Archaeoglobus fulgidus DSM 4304, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/008/185/GCF_000008185.1_genomic.fna.gz	99.76	97.80	99.63-99.90	0.760	0.760	0.72-0.79	1	0.708	5599/11165	NC_002967.9 Treponema denticola ATCC 35405, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/306/945/GCF_000306945.1_genomic.fna.gz	99.75	96.05	99.62-100.00	0.362	0.362	0.33-0.38	1	0.344	4282/14953	NC_018518.1 Bordetella pertussis 18323, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/022/565/GCF_000022565.1_genomic.fna.gz	99.75	97.30	99.61-99.89	0.607	0.607	0.57-0.63	1	0.579	7017/16382	NC_012483.1 Acidobacterium capsulatum ATCC 51196, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/156/375/GCF_000156375.1_genomic.fna.gz	99.75	99.75	NA-NA	3.192	HIGH	NA-NA	3	2.852	10440/11291	NZ_DS996397.1 Desulfovibrio piger ATCC 29098 Scfld442, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/010/505/GCF_000010505.1_genomic.fna.gz	99.75	97.62	99.61-99.86	0.702	0.702	0.67-0.74	1	0.662	4086/8631	NC_010729.1 Porphyromonas gingivalis ATCC 33277, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/007/985/GCF_000007985.2_genomic.fna.gz	99.70	97.93	99.60-99.78	0.835	0.835	0.80-0.86	1	0.755	7800/14919	NC_002939.5 Geobacter sulfurreducens PCA, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/021/282/585/GCF_021282585.1_genomic.fna.gz	99.50	99.50	NA-NA	5.839	HIGH	NA-NA	5	4.907	21750/25422	NZ_JAJSPR010000100.1 Pseudomonas alloputida strain NMI2441_06 NODE_100_length_3132_cov_481.337, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/012/905/GCF_000012905.2_genomic.fna.gz	99.26	91.61	98.51-100.09	0.085	0.085	0.07-0.11	1	0.069	1203/18189	NC_007493.2 Cereibacter sphaeroides 2.4.1 chromosome 1, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/008/124/605/GCF_008124605.1_genomic.fna.gz	99.23	99.23	NA-NA	12.919	HIGH	NA-NA	12	9.907	7331/9318	NZ_VRYN01000001.1 Halobacterium salinarum DSM 3754 Ga0061114_scaffold00001.1, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/007/225/GCF_000007225.1_genomic.fna.gz	99.18	96.32	98.97-99.42	0.506	0.506	0.46-0.55	1	0.389	2742/8770	NC_003364.1 Pyrobaculum aerophilum str. IM2, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/900/638/555/GCF_900638555.1_genomic.fna.gz	98.83	92.90	98.14-99.46	0.155	0.155	0.12-0.19	1	0.110	835/8185	NZ_LR134525.1 Neisseria meningitidis strain NCTC10025 chromosome 1, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/003/968/655/GCF_003968655.1_genomic.fna.gz	98.77	98.77	NA-NA	5.528	HIGH	NA-NA	5	3.578	5613/8233	NZ_RXYK01000010.1 Chlorobium phaeovibrioides strain BrKhr17 NODE_10_length_80169_cov_14.7459, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/002/799/245/GCF_002799245.1_genomic.fna.gz	98.73	93.23	98.20-99.10	0.181	0.181	0.16-0.21	1	0.128	2140/18789	NZ_NEQV01000001.1 Stenotrophomonas maltophilia strain EA1 Contig_1_consensus_ctg_5_15_2, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/392/875/GCF_000392875.1_genomic.fna.gz	98.66	95.41	98.49-98.89	0.426	0.426	0.39-0.45	1	0.281	2627/11273	NZ_KB944588.1 Enterococcus faecalis ATCC 19433 acAqW-supercont1.1, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/019/785/GCF_000019785.1_genomic.fna.gz	98.61	93.15	98.19-99.06	0.183	0.183	0.16-0.21	1	0.126	2144/19349	NC_010524.1 Leptothrix cholodnii SP-6, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/001/645/105/GCF_001645105.1_genomic.fna.gz	98.50	98.50	NA-NA	6.702	HIGH	NA-NA	6	4.157	16536/26380	NZ_LKEG01000001.1 Pseudomonas marginalis strain ICMP 3553 C1001, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/900/456/975/GCF_900456975.1_genomic.fna.gz	98.45	98.45	NA-NA	9.189	HIGH	NA-NA	8	5.621	12555/20347	NZ_UGYM01000002.1 Shewanella baltica strain NCTC10735, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/006/716/065/GCF_006716065.1_genomic.fna.gz	98.44	97.68	98.39-98.50	1.498	1.498	1.44-1.54	2	0.932	10697/22180	NZ_VFOL01000001.1 Salinispora arenicola strain DSM 44819 Ga0264271_11, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/166/775/GCF_000166775.1_genomic.fna.gz	98.10	94.31	97.55-98.54	0.255	0.255	0.22-0.30	1	0.150	1800/11070	NC_014720.1 Caldicellulosiruptor kronotskyensis 2002, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	97.85	93.32	97.46-98.19	0.255	0.255	0.23-0.29	1	0.132	2311/19727	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/008/545/GCF_000008545.1_genomic.fna.gz	97.43	97.43	NA-NA	29.437	HIGH	NA-NA	27	12.230	3285/7359	NC_000853.1 Thermotoga maritima MSB8, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/009/759/685/GCF_009759685.1_genomic.fna.gz	97.13	92.38	96.68-97.55	0.232	0.232	0.20-0.27	1	0.098	1335/15598	NZ_CP046654.1 Acinetobacter baumannii strain ATCC 19606 chromosome, complete genome
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/900/760/795/GCA_900760795.1_genomic.fna.gz	97.00	96.45	96.88-97.09	1.778	1.778	1.65-1.99	2	0.746	5334/16354	CAAFAI010000001.1 TPA_asm: Bacteroidaceae bacterium, isolate HGM04771, WGS project CAAFAI010000000 data, contig: SRS021948_34_k99_167, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/002/945/325/GCF_002945325.1_genomic.fna.gz	96.92	96.41	96.78-97.06	1.840	1.840	1.66-1.99	2	0.929	2168/6739	NZ_CP026606.1 Methanococcus maripaludis strain DSM 2067 chromosome, complete genome
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/784/835/GCF_000784835.1_genomic.fna.gz	96.88	96.88	NA-NA	27.888	HIGH	NA-NA	25	9.505	2718/7250	NZ_JSFH01000001.1 Thermotoga sp. Mc24 Contig1, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/004/211/955/GCF_004211955.1_genomic.fna.gz	96.80	91.49	96.25-97.32	0.186	0.186	0.15-0.22	1	0.072	1203/18952	NZ_RHJI01000010.1 Escherichia sp. E1V33 1V33_10_consensus, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/002/965/065/GCF_002965065.1_genomic.fna.gz	96.76	91.59	96.19-97.21	0.196	0.196	0.17-0.23	1	0.074	1194/18173	NZ_PTRE01000100.1 Escherichia sp. MOD1-EC7003 MOD1-EC7003_100_length_365_cov_541, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/019/414/725/GCA_019414725.1_genomic.fna.gz	96.73	95.97	96.61-96.82	1.488	1.488	1.39-1.59	2	0.590	3678/13184	DXLM01000001.1 MAG TPA_asm: Bacteroides sp. isolate HRGM_Genome_0403 HRGM_Genome_0403_1, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/000/445/185/GCA_000445185.1_genomic.fna.gz	96.63	96.63	NA-NA	7.622	HIGH	NA-NA	7	2.556	3565/10323	AVAF01000001.1 MAG: Thermoanaerobacter sp. A7A NODE_13_length_6096_cov_691.959473, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/003/722/315/GCA_003722315.1_genomic.fna.gz	96.59	96.59	NA-NA	7.419	HIGH	NA-NA	7	2.522	3379/9898	CP033580.1 Thermoanaerobacter ethanolicus JW 200 chromosome, complete genome
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/019/414/665/GCA_019414665.1_genomic.fna.gz	96.55	96.09	96.40-96.69	1.938	1.938	1.73-2.08	2	0.657	2935/10110	DXLO01000001.1 MAG TPA_asm: Bacteroides sp. isolate HRGM_Genome_0405 HRGM_Genome_0405_1, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/001/457/615/GCF_001457615.1_genomic.fna.gz	96.53	89.11	95.35-97.90	0.083	0.083	0.05-0.11	1	0.051	701/25037	NZ_LN831024.1 Pseudomonas aeruginosa strain NCTC10332 chromosome 1, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/009/729/055/GCF_009729055.1_genomic.fna.gz	96.50	87.80	94.52-97.98	0.054	0.054	0.03-0.10	1	0.019	192/10837	NZ_CP045484.1 Sulfurisphaera ohwakuensis strain TA-1 chromosome, complete genome
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/016/385/GCF_000016385.1_genomic.fna.gz	96.46	88.15	94.36-97.72	0.061	0.061	0.04-0.12	1	0.021	170/8484	NC_009376.1 Pyrobaculum arsenaticum DSM 13514, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCA/021/307/345/GCA_021307345.1_genomic.fna.gz	96.44	91.13	95.88-97.08	0.185	0.185	0.15-0.22	1	0.063	980/17464	CP089930.1 Escherichia coli strain E69 chromosome, complete genome
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/019/655/335/GCF_019655335.1_genomic.fna.gz	96.39	96.39	NA-NA	9.709	HIGH	NA-NA	9	2.922	6293/19660	NZ_BPFD01000001.1 Shewanella hafniensis strain ATCC BAA-1207 sequence001, whole genome shotgun sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	96.30	90.31	95.40-97.20	0.144	0.144	0.10-0.19	1	0.045	418/9832	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/005/843/885/GCF_005843885.1_genomic.fna.gz	96.24	90.90	95.61-96.81	0.183	0.183	0.15-0.22	1	0.058	1026/19736	NZ_CP040443.1 Escherichia sp. E4742 chromosome, complete genome
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/000/026/225/GCF_000026225.1_genomic.fna.gz	96.22	90.71	95.64-96.98	0.172	0.172	0.13-0.20	1	0.054	893/18332	NC_011740.1 Escherichia fergusonii ATCC 35469, complete sequence
pac_mock2_1gb.fq	/home/jshaw/scratch/tmp/skani-test/gtdb_genomes_reps_r214/database/GCF/013/009/555/GCF_013009555.1_genomic.fna.gz	96.18	95.70	96.10-96.27	1.884	1.884	1.73-1.99	2	0.579	5582/21830	NZ_CP046176.1 Phocaeicola dorei strain DSM 17855 chromosome, complete genome
