Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.3.fa	0.6473	0.4395	99.99	16.913	NA-NA	HIGH	NA-NA	11	11.205	14457/14491	99.99	NODE_24_length_589506_cov_2.182100
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.75.fa	0.6347	0.4375	100.00	16.585	NA-NA	HIGH	NA-NA	11	10.988	14454/14455	100.00	NODE_31_length_476556_cov_1.731723
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/1_bin.17.fa	0.6263	0.4055	99.95	16.366	NA-NA	HIGH	NA-NA	10	10.843	13294/13521	99.95	NODE_787_length_34396_cov_1.068312
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.36.fa	0.6079	0.5830	100.00	15.885	NA-NA	HIGH	NA-NA	10	10.525	20283/20295	100.00	NODE_349_length_112864_cov_1.715426
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.310.fa	0.6028	1.2497	100.00	15.751	NA-NA	HIGH	NA-NA	10	10.436	43664/43669	100.00	NODE_15_length_1220212_cov_4.532323
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.54.fa	0.5980	0.5904	100.00	15.627	NA-NA	HIGH	NA-NA	10	10.353	21122/21138	100.00	NODE_51_length_369637_cov_1.836083
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.65.fa	0.5971	0.5050	100.00	15.602	NA-NA	HIGH	NA-NA	10	10.337	17875/17881	100.00	NODE_5_length_965426_cov_1.668770
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.359.fa	0.5776	0.6574	100.00	15.093	NA-NA	HIGH	NA-NA	10	10.000	24155/24161	100.00	NODE_406_length_277534_cov_3.555278
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/8_bin.55.fa	0.5773	0.2446	99.95	15.084	NA-NA	HIGH	NA-NA	9	9.994	8709/8833	99.95	NODE_1055_length_42094_cov_1.099411
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/4_bin.36.fa	0.5748	0.3614	95.40	15.020	NA-NA	HIGH	NA-NA	9	9.952	3045/13089	95.40	NODE_506_length_47623_cov_5.859209
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.60.fa	0.5701	0.5660	99.94	14.895	NA-NA	HIGH	NA-NA	10	9.869	20070/20470	99.94	NODE_4687_length_51238_cov_6.835593
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.27.fa	0.5602	0.3360	100.00	14.638	NA-NA	HIGH	NA-NA	9	9.699	12651/12656	100.00	NODE_57_length_346351_cov_1.671929
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.4.fa	0.5528	0.1694	100.00	14.445	NA-NA	HIGH	NA-NA	9	9.570	6461/6462	100.00	NODE_99_length_242924_cov_1.675713
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.90.fa	0.5239	0.0865	99.99	13.689	NA-NA	HIGH	NA-NA	9	9.070	3589/3595	99.99	NODE_205_length_388132_cov_2.102128
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.42.fa	0.5104	0.3011	99.99	13.336	NA-NA	HIGH	NA-NA	8	8.836	12122/12166	99.99	NODE_1539_length_32587_cov_1.263555
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.57.fa	0.5062	0.2397	100.00	13.227	NA-NA	HIGH	NA-NA	9	8.763	9982/9989	100.00	NODE_175_length_172267_cov_1.321889
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.79.fa	0.4878	0.3115	100.00	12.745	NA-NA	HIGH	NA-NA	8	8.444	13599/13617	100.00	NODE_166_length_177415_cov_1.379067
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.58.fa	0.4845	0.4400	99.99	12.661	NA-NA	HIGH	NA-NA	8	8.389	19163/19203	99.99	NODE_225_length_148934_cov_1.206697
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.286.fa	0.4783	0.1375	100.00	12.497	NA-NA	HIGH	NA-NA	8	8.280	6174/6183	100.00	NODE_387_length_285690_cov_1.456845
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/1_bin.1.fa	0.4261	0.4260	99.10	11.135	NA-NA	HIGH	NA-NA	7	7.377	16017/21174	99.10	NODE_40_length_247006_cov_14.337947
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.11.fa	0.4120	0.2672	100.00	10.764	NA-NA	HIGH	NA-NA	7	7.132	13679/13692	100.00	NODE_114_length_217873_cov_1.306196
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.12.fa	0.3896	0.1684	99.99	10.179	NA-NA	HIGH	NA-NA	7	6.744	9055/9077	99.99	NODE_449_length_94231_cov_1.232381
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/3_bin.35.fa	0.3765	0.3241	99.93	9.837	NA-NA	HIGH	NA-NA	6	6.518	17543/17919	99.93	NODE_1086_length_48027_cov_3.307077
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.6.fa	0.3574	0.2679	99.97	9.338	NA-NA	HIGH	NA-NA	6	6.187	15743/15866	99.97	NODE_1149_length_43416_cov_1.049343
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.381.fa	0.3474	0.2569	99.96	9.077	NA-NA	HIGH	NA-NA	6	6.014	15522/15697	99.96	NODE_710_length_200241_cov_5.038883
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.149.fa	0.3418	0.4581	99.98	8.931	NA-NA	HIGH	NA-NA	6	5.918	28271/28467	99.98	NODE_637_length_212347_cov_2.110385
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.20.fa	0.3409	0.2705	100.00	8.907	NA-NA	HIGH	NA-NA	6	5.901	16839/16860	100.00	NODE_289_length_127134_cov_1.220759
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/6_bin.64.fa	0.3391	0.1936	99.94	8.860	NA-NA	HIGH	NA-NA	6	5.870	11907/12135	99.94	NODE_173_length_163718_cov_1.299607
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.40.fa	0.3356	0.2376	99.99	8.770	NA-NA	HIGH	NA-NA	6	5.810	14747/14783	99.99	NODE_1000_length_48987_cov_0.989726
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/4_bin.7.fa	0.3335	0.2291	99.87	8.714	NA-NA	HIGH	NA-NA	6	5.773	13825/14401	99.87	NODE_172_length_103740_cov_1.562410
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/6_bin.13.fa	0.3230	0.1166	99.55	8.439	NA-NA	HIGH	NA-NA	5	5.591	6620/7610	99.55	NODE_3400_length_15851_cov_1.033834
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/8_bin.76.fa	0.3197	0.2491	99.91	8.352	NA-NA	HIGH	NA-NA	5	5.534	16229/16676	99.91	NODE_14_length_642769_cov_2.031041
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.72.fa	0.3189	0.0452	99.99	8.333	NA-NA	HIGH	NA-NA	5	5.521	3129/3134	99.99	NODE_1594_length_31315_cov_0.974606
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.305.fa	0.3167	0.3615	99.94	8.274	NA-NA	HIGH	NA-NA	5	5.482	23866/24293	99.94	NODE_2469_length_85642_cov_1.216711
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/8_bin.20.fa	0.3101	0.3297	99.74	8.102	NA-NA	HIGH	NA-NA	5	5.368	20834/22553	99.74	NODE_86_length_281726_cov_1.264415
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.109.fa	0.2955	0.2206	99.94	7.722	NA-NA	HIGH	NA-NA	5	5.116	15414/15691	99.94	NODE_3110_length_70600_cov_1.154910
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.364.fa	0.2897	0.0871	99.96	7.571	NA-NA	HIGH	NA-NA	5	5.016	6238/6317	99.96	NODE_185_length_414979_cov_2.736692
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.80.fa	0.2779	0.3033	99.98	7.261	NA-NA	HIGH	NA-NA	5	4.811	23063/23203	99.98	NODE_2438_length_20813_cov_0.840133
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.136.fa	0.2747	0.4045	99.94	7.179	NA-NA	HIGH	NA-NA	4	4.756	30726/31284	99.94	NODE_136_length_476865_cov_3.056845
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/2_bin.27.fa	0.2736	0.1805	99.88	7.150	NA-NA	HIGH	NA-NA	4	4.737	13345/13871	99.88	NODE_345_length_77263_cov_1.246240
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/5_bin.20.fa	0.2651	0.1176	99.82	6.928	NA-NA	HIGH	NA-NA	4	4.590	8903/9420	99.82	NODE_1009_length_38390_cov_0.925986
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/6_bin.25.fa	0.2637	0.1933	99.91	6.891	NA-NA	HIGH	NA-NA	4	4.566	15238/15651	99.91	NODE_45_length_351358_cov_4.929055
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.84.fa	0.2594	0.2508	99.98	6.779	NA-NA	HIGH	NA-NA	4	4.491	20234/20335	99.98	NODE_1680_length_29758_cov_1.435220
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.41.fa	0.2591	0.1047	99.99	6.771	NA-NA	HIGH	NA-NA	4	4.486	8646/8667	99.99	NODE_2823_length_18177_cov_0.842382
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.322.fa	0.2561	0.3038	99.79	6.691	NA-NA	HIGH	NA-NA	4	4.433	23069/24605	99.79	NODE_4286_length_55180_cov_1.583111
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/3_bin.92.fa	0.2547	0.1030	99.66	6.654	NA-NA	HIGH	NA-NA	4	4.409	7560/8410	99.66	NODE_5713_length_12832_cov_0.693900
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.50.fa	0.2541	0.0711	99.99	6.639	NA-NA	HIGH	NA-NA	4	4.399	5949/5971	99.99	NODE_3764_length_14067_cov_0.736657
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.66.fa	0.2426	0.2035	99.90	6.339	NA-NA	HIGH	NA-NA	4	4.200	17280/17816	99.90	NODE_283_length_343182_cov_1.832088
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.17.fa	0.2399	0.1566	99.98	6.267	NA-NA	HIGH	NA-NA	4	4.152	13458/13549	99.98	NODE_3861_length_13731_cov_0.682593
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.49.fa	0.2399	0.0568	99.98	6.267	NA-NA	HIGH	NA-NA	4	4.152	4900/4937	99.98	NODE_3865_length_13714_cov_0.779422
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/2_bin.28.fa	0.2379	0.2123	99.92	6.216	NA-NA	HIGH	NA-NA	4	4.119	18188/18647	99.92	NODE_35_length_357553_cov_5.004594
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.52.fa	0.2347	0.1712	99.98	6.134	NA-NA	HIGH	NA-NA	4	4.064	15221/15330	99.98	NODE_2993_length_17244_cov_0.890752
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.56.fa	0.2323	0.1438	99.87	6.071	NA-NA	HIGH	NA-NA	4	4.022	12602/13140	99.87	NODE_2609_length_81615_cov_1.141088
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.47.fa	0.2278	0.1297	99.87	5.953	NA-NA	HIGH	NA-NA	4	3.944	11499/11986	99.87	NODE_2675_length_19053_cov_0.960266
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.78.fa	0.2272	0.0616	99.98	5.936	NA-NA	HIGH	NA-NA	4	3.933	5669/5705	99.98	NODE_4866_length_11365_cov_0.645755
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/3_bin.104.fa	0.2247	0.1967	99.58	5.870	NA-NA	HIGH	NA-NA	4	3.889	15862/18093	99.58	NODE_2809_length_22721_cov_1.106090
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.296.fa	0.2122	0.2041	99.83	5.546	NA-NA	HIGH	NA-NA	3	3.674	19305/20340	99.83	NODE_512_length_244335_cov_18.721749
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.43.fa	0.2092	0.1453	99.85	5.466	NA-NA	HIGH	NA-NA	3	3.622	14320/14982	99.85	NODE_823_length_185996_cov_1.696447
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.5.fa	0.2061	0.1091	99.98	5.386	NA-NA	HIGH	NA-NA	3	3.568	11003/11078	99.98	NODE_5237_length_10680_cov_0.673458
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.356.fa	0.2050	0.1212	99.85	5.357	NA-NA	HIGH	NA-NA	3	3.549	11912/12496	99.85	NODE_13290_length_22127_cov_0.875500
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.113.fa	0.2032	0.2091	99.82	5.309	NA-NA	HIGH	NA-NA	3	3.518	20437/21621	99.82	NODE_1981_length_101227_cov_1.194748
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.340.fa	0.1986	0.2708	99.79	5.189	NA-NA	HIGH	NA-NA	3	3.438	27033/28865	99.79	NODE_9777_length_28386_cov_0.796136
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.93.fa	0.1972	0.1785	99.77	5.153	NA-NA	HIGH	NA-NA	3	3.414	17896/19191	99.77	NODE_4256_length_55510_cov_0.986115
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.63.fa	0.1957	0.0881	99.97	5.114	NA-NA	HIGH	NA-NA	3	3.389	9184/9256	99.97	NODE_7600_length_7979_cov_0.710520
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.7.fa	0.1946	0.0698	99.95	5.085	NA-NA	HIGH	NA-NA	3	3.369	7227/7329	99.95	NODE_5813_length_9784_cov_0.484726
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.252.fa	0.1916	0.1604	99.73	5.007	NA-NA	HIGH	NA-NA	3	3.317	16366/17791	99.73	NODE_628_length_214723_cov_2.001174
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/6_bin.65.fa	0.1842	0.1902	99.80	4.813	NA-NA	HIGH	NA-NA	3	3.189	20563/21906	99.80	NODE_46_length_351045_cov_1.606333
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.8.fa	0.1836	0.2147	99.75	4.798	NA-NA	HIGH	NA-NA	3	3.179	22817/24644	99.75	NODE_8453_length_32122_cov_1.096421
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.87.fa	0.1808	0.1131	99.97	4.724	NA-NA	HIGH	NA-NA	3	3.130	13045/13156	99.97	NODE_7836_length_7783_cov_0.620690
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/7_bin.61.fa	0.1799	0.0757	99.95	4.700	NA-NA	HIGH	NA-NA	3	3.114	8687/8831	99.95	NODE_10411_length_6290_cov_0.570664
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/2_bin.2.fa	0.1785	0.1596	99.59	4.665	NA-NA	HIGH	NA-NA	3	3.091	16657/18909	99.59	NODE_876_length_35613_cov_1.863270
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.33.fa	0.1747	0.0985	99.64	4.565	NA-NA	HIGH	NA-NA	3	3.024	10566/11809	99.64	NODE_872_length_180589_cov_1.487587
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.53.fa	0.1684	0.0809	99.39	4.400	NA-NA	HIGH	NA-NA	3	2.915	8338/10092	99.39	NODE_25216_length_13558_cov_1.502048
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/8_bin.56.fa	0.1638	0.1668	99.56	4.279	NA-NA	HIGH	NA-NA	3	2.835	18858/21653	99.56	NODE_248_length_136032_cov_1.293970
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/3_bin.63.fa	0.1387	0.1229	99.89	3.624	99.87-99.92	2.401	2.31-2.48	2	2.770	16862/19052	99.61	NODE_141_length_196281_cov_1.625300
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/6_bin.59.fa	0.1356	0.0970	99.89	3.543	99.86-99.93	2.347	2.25-2.43	2	2.682	13324/15135	99.59	NODE_85_length_240420_cov_4.868436
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.39.fa	0.1345	0.1728	99.80	3.513	99.78-99.83	2.328	2.26-2.38	2	2.644	23200/27161	99.49	NODE_3194_length_69207_cov_1.062652
biofilm_reads/SRR24442553_1.fastq.gz	biofilm_mags/444_Dereplicated_MAGs/Co_bin.389.fa	0.1342	0.1249	99.91	3.506	99.88-99.94	2.323	2.25-2.38	2	2.669	17309/19618	99.60	NODE_16107_length_19153_cov_0.760696
