Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
soil/SRR5381886_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/017/577/565/GCA_017577565.1_genomic.fna.gz	1.9629	2.1624	100.00	0.118	99.48-100.55	0.118	0.10-0.14	1	1.086	1716/14890	93.27	PKRH01000100.1 Thermoanaerobacterales bacterium isolate ZC4RG19 NODE_100_length_13459_cov_7.826658, whole genome shotgun sequence
soil/SRR5381886_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/001/591/345/GCF_001591345.1_genomic.fna.gz	1.8564	4.0042	96.76	0.112	96.17-97.44	0.112	0.09-0.13	1	1.113	1124/28859	90.06	NZ_BCUS01000001.1 Variovorax boronicumulans NBRC 103145, whole genome shotgun sequence
soil/SRR5381886_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/900/115/125/GCF_900115125.1_genomic.fna.gz	1.8520	1.9211	97.62	0.111	96.74-98.63	0.111	0.08-0.15	1	1.048	708/13778	90.87	NZ_FOVJ01000020.1 Nitrosospira briensis strain Nsp8, whole genome shotgun sequence
soil/SRR5381886_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/003/001/905/GCF_003001905.1_genomic.fna.gz	1.8005	2.0718	97.81	0.108	96.93-98.62	0.108	0.08-0.14	1	1.078	808/15307	90.95	NZ_PVNE01000001.1 Planifilum fimeticola strain DSM 44946 Ga0180967_101, whole genome shotgun sequence
soil/SRR5381886_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/020/697/385/GCA_020697385.1_genomic.fna.gz	1.7477	2.4800	95.42	0.105	94.32-96.55	0.105	0.07-0.15	1	1.104	452/18943	88.65	JAJFBI010000177.1 MAG: Microvirga sp. isolate C_No_T20_A_bin.116 scaffold_10081, whole genome shotgun sequence
soil/SRR5381886_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/001/464/855/GCA_001464855.1_genomic.fna.gz	1.7158	2.4565	95.89	0.103	94.88-96.71	0.103	0.08-0.14	1	1.091	525/19143	89.05	LNEA01000001.1 MAG: Rhizobiales bacterium Ga0077530 Ga0077530_1001.1, whole genome shotgun sequence
soil/SRR5381886_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/023/423/065/GCA_023423065.1_genomic.fna.gz	1.6841	2.5197	96.79	0.101	95.92-97.70	0.101	0.07-0.14	1	1.108	721/20106	89.82	JAFAGC010000004.1 MAG: Proteobacteria bacterium isolate OH_SBlB_198 k127_1018233, whole genome shotgun sequence
soil/SRR5381886_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/002/919/265/GCA_002919265.1_genomic.fna.gz	1.6697	1.8426	98.80	0.100	97.84-99.62	0.100	0.08-0.13	1	1.068	995/14796	91.66	PKEY01000022.1 MAG: Hyphomicrobiaceae bacterium isolate RSA4 c_000000000037, whole genome shotgun sequence
soil/SRR5381886_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/003/386/795/GCF_003386795.1_genomic.fna.gz	1.6422	2.3034	96.28	0.099	95.30-97.41	0.099	0.06-0.13	1	1.068	559/18803	89.28	NZ_QTUC01000001.1 Thermasporomyces composti strain DSM 22891 Ga0197492_11, whole genome shotgun sequence
soil/SRR5381886_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/092/645/GCF_000092645.1_genomic.fna.gz	1.5826	2.1271	97.08	0.095	96.13-98.00	0.095	0.07-0.13	1	1.057	668/18012	89.92	NC_014165.1 Thermobispora bispora DSM 43833, complete sequence
soil/SRR5381886_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/001/270/265/GCF_001270265.1_genomic.fna.gz	1.5071	3.6065	96.09	0.091	95.20-96.91	0.091	0.07-0.12	1	1.096	825/32037	88.87	NZ_LGAP01000001.1 Ensifer adhaerens strain SD006 contig1, whole genome shotgun sequence
soil/SRR5381886_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/002/919/305/GCA_002919305.1_genomic.fna.gz	1.3833	2.1925	98.81	0.083	98.03-99.56	0.083	0.06-0.10	1	1.065	1192/21172	91.14	PKFB01000021.1 MAG: Actinomycetales bacterium isolate RSA1 c_000000000001, whole genome shotgun sequence
soil/SRR5381886_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/001/642/935/GCF_001642935.1_genomic.fna.gz	1.2969	1.6872	96.81	0.078	95.57-98.00	0.078	0.05-0.11	1	1.035	481/17104	89.12	NZ_CP016761.1 Fictibacillus arsenicus strain G25-54 chromosome, complete genome
soil/SRR5381886_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/004/634/385/GCF_004634385.1_genomic.fna.gz	1.2868	1.2546	97.31	0.077	96.18-98.60	0.077	0.05-0.11	1	1.042	405/12369	89.56	NZ_CP037895.1 Thermaerobacter sp. FW80 chromosome, complete genome
soil/SRR5381886_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/021/323/395/GCA_021323395.1_genomic.fna.gz	1.2788	1.4341	99.32	0.077	98.53-100.34	0.077	0.05-0.10	1	1.034	922/15024	91.39	JAJONL010000021.1 MAG: Nitrospira sp. isolate C_No_T20_B_bin.40 scaffold_1019, whole genome shotgun sequence
soil/SRR5381886_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/731/095/GCF_000731095.1_genomic.fna.gz	1.2328	2.1859	96.09	0.074	95.01-97.54	0.074	0.05-0.10	1	1.037	509/23847	88.33	NZ_JMTZ01000001.1 Lysobacter antibioticus strain 13-6 Contig_1, whole genome shotgun sequence
soil/SRR5381886_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/900/100/485/GCF_900100485.1_genomic.fna.gz	0.9907	1.0185	95.15	0.060	93.02-96.58	0.060	0.04-0.11	1	1.023	174/13671	86.87	NZ_FNDH01000133.1 Nitrosomonas sp. Nm132, whole genome shotgun sequence
soil/SRR5381886_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/900/115/845/GCF_900115845.1_genomic.fna.gz	0.9453	1.5520	97.16	0.057	95.95-98.72	0.057	0.03-0.08	1	1.026	508/21903	88.57	NZ_FOXX01000035.1 Priestia endophytica DSM 13796, whole genome shotgun sequence
soil/SRR5381886_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/017/577/485/GCA_017577485.1_genomic.fna.gz	0.8694	0.5833	98.30	0.052	96.87-100.17	0.052	0.02-0.08	1	1.054	279/9086	89.37	PKRI01000065.1 Firmicutes bacterium isolate ZC4RG18 NODE_104_length_3775_cov_8.286458, whole genome shotgun sequence
soil/SRR5381886_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/003/242/605/GCA_003242605.1_genomic.fna.gz	0.8133	1.4530	97.89	0.049	96.58-99.56	0.049	0.02-0.07	1	1.082	600/23755	88.81	QGUZ01000573.1 MAG: Actinobacteria bacterium isolate ZC4RG28 NODE_100446_length_1622_cov_3.725084, whole genome shotgun sequence
soil/SRR5381886_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/002/236/115/GCF_002236115.1_genomic.fna.gz	0.6052	1.2692	96.46	0.036	94.93-98.34	0.036	0.02-0.06	1	1.012	341/28223	86.72	NZ_NIWT01000001.1 Pseudomonas jessenii strain DSM 17150 contig1, whole genome shotgun sequence
soil/SRR5381886_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/632/715/GCF_000632715.1_genomic.fna.gz	0.5394	0.6573	99.39	0.032	97.36-101.23	0.032	0.02-0.05	1	1.033	451/16447	89.05	NZ_BAWO01000130.1 Parageobacillus caldoxylosilyticus NBRC 107762, whole genome shotgun sequence
soil/SRR5381886_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/956/595/GCF_000956595.1_genomic.fna.gz	0.4859	0.7943	97.37	0.029	94.85-98.64	0.029	0.02-0.06	1	1.053	283/21912	86.91	NZ_JYOO01000001.1 Priestia aryabhattai B8W22 contig01, whole genome shotgun sequence
soil/SRR5177928_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/004/804/275/GCF_004804275.1_genomic.fna.gz	92.8065	95.6844	95.83	650.000	NA-NA	HIGH	NA-NA	650	581.474	6664/24989	95.83	NZ_STGI01000001.1 Herbaspirillum sp. ST 5-3 ST5-3-2_scaffold1, whole genome shotgun sequence
soil/SRR5177928_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/022/808/815/GCF_022808815.1_genomic.fna.gz	2.9984	1.8167	97.68	21.000	NA-NA	HIGH	NA-NA	21	19.015	7128/14757	97.68	NZ_JAKZLC010000001.1 Geothrix sp. SG195 Scaffold1, whole genome shotgun sequence
soil/SRR5177928_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/018/501/225/GCF_018501225.1_genomic.fna.gz	1.1422	0.8155	98.41	8.000	NA-NA	HIGH	NA-NA	8	7.819	10487/17256	98.41	NZ_JAHCZI010000010.1 Geobacter hydrogenophilus strain DSM 13691 NODE_10_length_136145_cov_234.969883, whole genome shotgun sequence
soil/SRR5177928_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/900/302/705/GCA_900302705.1_genomic.fna.gz	0.9995	0.4923	99.36	7.000	NA-NA	HIGH	NA-NA	7	7.039	9793/11947	99.36	OUUY01000150.1 Nitrospiraceae bacterium Ngb-4 genome assembly, contig: NBG4_Contig_98, whole genome shotgun sequence
soil/SRR5177928_1.fastq.gz	IMGVR_all_nucleotides-high_confidence.fna.gz	0.4283	0.0043	96.23	3.000	NA-NA	HIGH	NA-NA	3	2.667	75/247	96.23	IMGVR_UViG_2841513255_000002|2841513255|2841513255|193821-250800
soil/SRR5177928_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/002/298/975/GCA_002298975.1_genomic.fna.gz	0.4283	0.3973	95.74	3.000	NA-NA	HIGH	NA-NA	3	3.204	5882/22663	95.74	DBMV01000024.1 MAG TPA_asm: Ralstonia sp. UBA689 UBA689_contig_11, whole genome shotgun sequence
soil/SRR5177928_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/905/339/345/GCA_905339345.1_genomic.fna.gz	0.1980	0.0920	96.11	1.387	95.97-96.23	1.387	1.30-1.50	2	2.505	2549/11341	95.30	CAJPFF010000001.1 Geobacteraceae bacterium isolate GEOBC genome assembly, contig: CONTIG_1, whole genome shotgun sequence
soil/SRR5177928_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/017/861/095/GCA_017861095.1_genomic.fna.gz	0.1968	0.0997	97.97	1.378	97.88-98.06	1.378	1.31-1.46	2	2.210	4895/12214	97.09	JAGFXI010000388.1 Deltaproteobacteria bacterium isolate CTSoil_058 scaffold_101086, whole genome shotgun sequence
soil/SRR5177928_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/019/232/645/GCA_019232645.1_genomic.fna.gz	0.1048	0.0720	96.69	0.734	96.52-96.87	0.734	0.68-0.79	1	1.831	3099/16256	94.79	JAFANO010000550.1 MAG: Planctomycetaceae bacterium isolate CP_BE_RX_R3_1 BE_RX_R3_k147_1000190, whole genome shotgun sequence
soil/SRR5177928_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/015/903/945/GCA_015903945.1_genomic.fna.gz	0.0968	0.0508	96.01	0.678	95.77-96.28	0.678	0.60-0.73	1	1.488	1821/12816	93.90	JABMDL010000001.1 MAG: Nitrospira sp. isolate YR-XLJ-2 YR_XLJ_2_scaffold_0, whole genome shotgun sequence
soil/SRR5177928_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/004/117/875/GCF_004117875.1_genomic.fna.gz	0.0909	0.0797	98.36	0.637	98.22-98.49	0.637	0.60-0.67	1	1.454	5866/19932	96.13	NZ_RAHW01000001.1 Geomonas oryzae strain S43 contig1, whole genome shotgun sequence
soil/SRR5177928_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/004/297/655/GCA_004297655.1_genomic.fna.gz	0.0905	0.0449	97.22	0.634	97.02-97.45	0.634	0.57-0.69	1	1.462	2405/12001	94.95	SCUN01000265.1 MAG: Acidobacteria bacterium isolate FW602_bin.51 FW602_bin.51-100437-1, whole genome shotgun sequence
soil/SRR5177928_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/008/728/855/GCF_008728855.1_genomic.fna.gz	0.0807	0.0846	96.48	0.565	96.38-96.65	0.565	0.52-0.59	1	1.466	3673/25278	93.97	NZ_CP042906.1 Hypericibacter terrae strain R5913 chromosome, complete genome
soil/SRR5177928_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/017/860/075/GCA_017860075.1_genomic.fna.gz	0.0729	0.0397	95.89	0.511	95.63-96.18	0.511	0.45-0.56	1	1.346	1461/13084	93.17	JAFNAH010000169.1 Acidobacteria bacterium isolate CTSoil_013 scaffold_10009, whole genome shotgun sequence
soil/SRR5177928_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/021/732/175/GCA_021732175.1_genomic.fna.gz	0.0662	0.0735	95.34	0.464	95.07-95.58	0.464	0.42-0.51	1	1.495	2338/26820	92.43	JAKFVP010000375.1 MAG: Bradyrhizobium sp. isolate D3_Bin_4 D3_0000117, whole genome shotgun sequence
soil/SRR5177928_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/019/972/315/GCF_019972315.1_genomic.fna.gz	0.0659	0.0431	97.75	0.461	97.57-97.99	0.461	0.42-0.49	1	1.380	2948/15689	94.75	NZ_BLIZ01000001.1 Geobacter sp. AOG1 scaffold1, whole genome shotgun sequence
soil/SRR5177928_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/016/880/505/GCA_016880505.1_genomic.fna.gz	0.0563	0.0574	96.73	0.394	96.50-96.97	0.394	0.36-0.43	1	1.289	2885/24314	93.36	JAEHDI010000638.1 MAG: Bryobacterales bacterium isolate EFPC_158 k127_10018557, whole genome shotgun sequence
soil/SRR5177928_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/956/535/GCF_000956535.1_genomic.fna.gz	0.0445	0.0241	95.16	0.312	94.55-95.77	0.312	0.25-0.38	1	1.321	700/11686	91.32	NZ_JYIY01000001.1 Microbacterium ginsengisoli strain DSM 18659 RR49_contig000001, whole genome shotgun sequence
soil/SRR5177928_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/024/760/545/GCA_024760545.1_genomic.fna.gz	0.0326	0.0279	95.36	0.228	94.87-95.82	0.228	0.19-0.27	1	1.199	995/20494	90.70	CP060501.1 MAG: Nitrospira sp. isolate NSFW chromosome, complete genome
water/SRR1564103_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/002/412/545/GCA_002412545.1_genomic.fna.gz	40.9256	32.4605	100.00	14.000	NA-NA	HIGH	NA-NA	14	14.137	9939/9953	100.00	DHVG01000009.1 MAG TPA_asm: Elusimicrobia bacterium UBA5214 UBA5214_contig_111, whole genome shotgun sequence
water/SRR1564103_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/002/400/365/GCA_002400365.1_genomic.fna.gz	38.0023	56.3073	99.98	13.000	NA-NA	HIGH	NA-NA	13	13.645	18944/19048	99.98	DHFK01000044.1 MAG TPA_asm: Anaerolineales bacterium UBA4826 UBA4826_contig_1, whole genome shotgun sequence
water/SRR1564103_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/013/331/375/GCA_013331375.1_genomic.fna.gz	14.6163	8.1133	99.94	5.000	NA-NA	HIGH	NA-NA	5	5.574	6792/6909	99.94	DUGO01000143.1 MAG TPA_asm: Candidatus Methanoperedenaceae archaeon isolate UBA10536 contig_1024, whole genome shotgun sequence
water/SRR1564103_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/001/828/645/GCA_001828645.1_genomic.fna.gz	3.0700	1.5976	96.22	1.050	96.00-96.45	1.050	0.93-1.15	1	1.722	1320/6587	94.95	MHZD01000001.1 MAG: Planctomycetes bacterium RIFOXYC2_FULL_41_27 rifoxyc2_full_scaffold_101906, whole genome shotgun sequence
water/SRR1564103_1.fastq.gz	IMGVR_all_nucleotides-high_confidence.fna.gz	1.8709	0.0140	99.19	0.640	97.53-100.83	0.640	0.32-1.18	1	1.395	38/100	96.93	IMGVR_UViG_3300014686_000001|3300014686|Ga0134311_100079
water/SRR1564103_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/016/209/685/GCA_016209685.1_genomic.fna.gz	0.7021	0.4779	95.74	0.240	95.03-96.35	0.240	0.19-0.30	1	1.136	494/8731	91.15	JACQVQ010000002.1 MAG: Planctomycetes bacterium isolate NC_groundwater_1467_Ag_S-0.65um_52_288 S_p65_S5_coassembly_k141_1167589, whole genome shotgun sequence
water/SRR1564103_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/002/425/225/GCA_002425225.1_genomic.fna.gz	0.5818	0.6960	95.54	0.199	94.82-96.16	0.199	0.16-0.25	1	1.089	686/15302	90.47	DILV01000030.1 MAG TPA_asm: Thiothrix sp. UBA5583 UBA5583_contig_113, whole genome shotgun sequence
water/SRR1564103_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/008/711/155/GCF_008711155.1_genomic.fna.gz	0.2309	0.3334	97.13	0.079	96.04-98.02	0.079	0.06-0.11	1	1.034	581/18405	89.45	NZ_VUYQ01000001.1 Dechloromonas sp. CZR5 R5_scaffold1, whole genome shotgun sequence
water/SRR3138946_1.fastq.gz	IMGVR_all_nucleotides-high_confidence.fna.gz	99.3597	65.3793	96.28	740.000	NA-NA	HIGH	NA-NA	740	733.286	21/68	96.28	IMGVR_UViG_2667527546_000002|2667527546|2667542006|2501876-2520374
water/SRR3138946_1.fastq.gz	IMGVR_all_nucleotides-high_confidence.fna.gz	0.1343	0.0950	96.31	1.000	NA-NA	LOW	NA-NA	1	0.917	24/77	96.31	IMGVR_UViG_3300027924_000144|3300027924|Ga0268731_1000830
water/SRR3138946_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/368/045/GCF_000368045.1_genomic.fna.gz	0.1095	14.0499	97.60	0.815	97.44-97.77	0.815	0.75-0.87	1	1.562	4003/15007	95.83	NZ_KB849228.1 Acinetobacter johnsonii CIP 64.6 acLZl-supercont1.1, whole genome shotgun sequence
water/SRR3138946_1.fastq.gz	IMGVR_all_nucleotides-high_confidence.fna.gz	0.0989	0.0939	96.91	0.737	95.74-99.06	0.737	0.33-1.25	1	1.222	27/131	95.03	IMGVR_UViG_3300025594_000051|3300025594|Ga0209094_1000559
water/SRR3138946_1.fastq.gz	IMGVR_all_nucleotides-high_confidence.fna.gz	0.0587	0.0942	98.03	0.438	96.38-100.27	0.438	0.19-0.76	1	1.150	40/201	94.93	IMGVR_UViG_3300011822_000032|3300011822|Ga0122087_100086|31908-76977
water/SRR3138946_1.fastq.gz	IMGVR_all_nucleotides-high_confidence.fna.gz	0.0565	0.0627	97.89	0.421	96.24-99.97	0.421	0.23-0.82	1	1.333	27/145	94.72	IMGVR_UViG_3300009998_000045|3300009998|Ga0131940_111810
water/SRR3138946_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/368/765/GCF_000368765.1_genomic.fna.gz	0.0478	5.7051	98.50	0.356	98.29-98.79	0.356	0.32-0.38	1	1.225	2652/13869	94.80	NZ_KB849653.1 Acinetobacter junii CIP 64.5 acLZZ-supercont1.1, whole genome shotgun sequence
water/SRR3138946_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/014/199/955/GCF_014199955.1_genomic.fna.gz	0.0365	4.2690	97.73	0.272	97.38-98.13	0.272	0.24-0.31	1	1.144	1708/14292	93.38	NZ_JACHOQ010000001.1 Brevundimonas aurantiaca strain DSM 4731 Ga0373201_01, whole genome shotgun sequence
water/SRR3138946_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/022/549/495/GCF_022549495.1_genomic.fna.gz	0.0224	2.6705	96.68	0.167	96.04-97.38	0.167	0.13-0.20	1	1.080	811/14541	91.11	NZ_JAKZGD010000001.1 Acinetobacter sp. ANC 4805 contig00001, whole genome shotgun sequence
water/SRR3138946_1.fastq.gz	IMGVR_all_nucleotides-high_confidence.fna.gz	0.0209	0.1056	100.00	0.156	98.38-102.54	0.156	0.07-0.26	1	1.051	99/621	94.25	IMGVR_UViG_3300025889_000076|3300025889|Ga0208644_1000007
water/SRR3138946_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/315/525/GCF_000315525.1_genomic.fna.gz	0.0186	3.6581	96.01	0.138	95.30-96.76	0.138	0.11-0.17	1	1.055	873/23155	89.97	NZ_JH992904.1 Sphingobium yanoikuyae ATCC 51230 supercont1.1, whole genome shotgun sequence
water/SRR3138946_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/000/369/005/GCF_000369005.1_genomic.fna.gz	0.0145	1.8343	96.53	0.108	95.64-97.56	0.108	0.08-0.15	1	1.037	535/15098	89.79	NZ_KB849763.1 Acinetobacter beijerinckii CIP 110307 acLZq-supercont1.1, whole genome shotgun sequence
water/SRR3138946_1.fastq.gz	gtdb_genomes_reps_r214/database/GCA/945/865/485/GCA_945865485.1_genomic.fna.gz	0.0143	0.8235	96.99	0.106	95.68-98.52	0.106	0.06-0.16	1	1.057	280/6937	90.16	CAMBEC010000001.1 MAG: Rickettsia typhi isolate MH-21oct19-264 genome assembly, contig: MH-21oct19-C25, whole genome shotgun sequence
water/SRR3138946_1.fastq.gz	gtdb_genomes_reps_r214/database/GCF/002/017/875/GCF_002017875.1_genomic.fna.gz	0.0075	1.1590	97.99	0.056	96.84-99.59	0.056	0.03-0.08	1	1.023	520/17611	89.26	NZ_MUFV01000001.1 Deinococcus sp. LM3 Deinococcus_sp_LM3_contig1, whole genome shotgun sequence
soil/SRR5262247_1.fastq.gz	IMGVR_all_nucleotides-high_confidence.fna.gz	97.0575	75.6414	96.28	7742.000	NA-NA	HIGH	NA-NA	7742	7780.476	21/68	96.28	IMGVR_UViG_2667527546_000002|2667527546|2667542006|2501876-2520374
soil/SRR5262247_1.fastq.gz	IMGVR_all_nucleotides-high_confidence.fna.gz	0.1755	0.3358	100.00	14.000	NA-NA	HIGH	NA-NA	14	14.555	191/191	100.00	IMGVR_UViG_3300004281_000001|3300004281|Ga0066397_10000002
soil/SRR5262247_1.fastq.gz	IMGVR_all_nucleotides-high_confidence.fna.gz	0.1630	0.1380	100.00	13.000	NA-NA	HIGH	NA-NA	13	13.378	90/90	100.00	IMGVR_UViG_3300027646_000006|3300027646|Ga0209466_1000085
