Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
human/ERR4605165_1.fastq.gz	refseq/bacteria/GCF_003812505.1/GCF_003812505.1_ASM381250v1_genomic.fna.gz	2.7435	2.4187	97.63	0.144	96.75-98.56	0.144	0.10-0.19	1	1.078	630/9651	91.57	NZ_CP033732.1 Staphylococcus hominis strain FDAARGOS_575 chromosome, complete genome
human/ERR4605165_1.fastq.gz	refseq/bacteria/GCF_900163825.1/GCF_900163825.1_ASM90016382v1_genomic.fna.gz	2.6828	2.7984	97.10	0.141	96.31-97.93	0.141	0.11-0.18	1	1.065	626/11561	91.02	NZ_FUKP01000074.1 Micrococcus lylae strain 2B3F, whole genome shotgun sequence
human/ERR4605165_1.fastq.gz	refseq/bacteria/GCF_001889125.1/GCF_001889125.1_ASM188912v1_genomic.fna.gz	2.6700	3.5465	97.52	0.140	96.72-98.29	0.140	0.11-0.17	1	1.085	882/14351	91.39	NZ_CP013290.1 Janibacter indicus strain YFY001 chromosome, complete genome
human/ERR4605165_1.fastq.gz	refseq/bacteria/GCF_002847605.1/GCF_002847605.1_ASM284760v1_genomic.fna.gz	2.4904	2.0719	96.56	0.131	95.51-97.72	0.131	0.08-0.19	1	1.056	393/9234	90.32	NZ_PKGR01000001.1 Pseudoglutamicibacter albus strain UMB0722 ERR1203593.17957_1_5.1, whole genome shotgun sequence
human/ERR4605165_1.fastq.gz	refseq/bacteria/GCF_019704535.1/GCF_019704535.1_ASM1970453v1_genomic.fna.gz	2.3874	4.2383	98.35	0.125	97.76-98.96	0.125	0.10-0.15	1	1.054	1396/19356	91.87	NZ_AP024722.1 Stutzerimonas stutzeri strain F2a chromosome, complete genome
human/ERR4605165_1.fastq.gz	refseq/bacteria/GCF_009914475.1/GCF_009914475.1_ASM991447v1_genomic.fna.gz	2.0697	2.4935	97.30	0.109	96.42-98.36	0.109	0.08-0.14	1	1.050	583/12928	90.49	NZ_CP045198.1 Acinetobacter indicus strain TQ23 chromosome, complete genome
human/ERR4605165_1.fastq.gz	refseq/bacteria/GCF_900452405.1/GCF_900452405.1_49508_H02_genomic.fna.gz	2.0043	2.1948	96.37	0.105	95.18-97.49	0.105	0.07-0.15	1	1.045	382/11694	89.55	NZ_UGNQ01000002.1 Kytococcus sedentarius strain NCTC11040, whole genome shotgun sequence
human/ERR4605165_1.fastq.gz	refseq/bacteria/GCF_002287065.1/GCF_002287065.1_ASM228706v1_genomic.fna.gz	1.7654	2.5334	95.33	0.093	94.11-96.91	0.093	0.05-0.14	1	1.034	319/15363	88.25	NZ_NSJZ01000001.1 Paracoccus salipaludis strain WN007 contig1, whole genome shotgun sequence
human/ERR4605165_1.fastq.gz	refseq/bacteria/GCF_004923205.2/GCF_004923205.2_ASM492320v2_genomic.fna.gz	1.7438	2.2616	98.11	0.092	97.19-99.12	0.092	0.07-0.12	1	1.060	719/14429	90.78	NZ_SELD02000044.1 Paracoccus aeridis strain JC501 NODE_100_length_113107_cov_28.307108, whole genome shotgun sequence
human/ERR4605165_1.fastq.gz	refseq/bacteria/GCF_014205115.1/GCF_014205115.1_ASM1420511v1_genomic.fna.gz	1.6248	1.7203	97.10	0.085	95.91-98.48	0.085	0.05-0.12	1	1.036	393/11629	89.65	NZ_JACHMW010000001.1 Micrococcus endophyticus strain DSM 17945 Ga0415202_01, whole genome shotgun sequence
human/ERR4605165_1.fastq.gz	refseq/bacteria/GCF_000212375.1/GCF_000212375.1_ASM21237v1_genomic.fna.gz	1.4001	1.1955	95.25	0.074	93.51-96.93	0.074	0.04-0.12	1	1.109	147/9119	87.53	NC_015501.1 Porphyromonas asaccharolytica DSM 20707, complete sequence
human/ERR4605165_1.fastq.gz	refseq/bacteria/GCF_006542415.1/GCF_006542415.1_ASM654241v1_genomic.fna.gz	1.3765	1.2804	96.74	0.072	95.48-99.03	0.072	0.03-0.11	1	1.046	261/10180	88.85	NZ_VHHR01000001.1 Kytococcus schroeteri strain H01 1, whole genome shotgun sequence
human/ERR4605165_1.fastq.gz	refseq/bacteria/GCF_001659785.1/GCF_001659785.1_ASM165978v1_genomic.fna.gz	1.3601	1.9164	96.45	0.071	94.96-98.55	0.071	0.03-0.11	1	1.032	349/15144	88.55	NZ_CP015961.1 Dietzia timorensis strain ID05-A0528 chromosome, complete genome
human/ERR4605165_1.fastq.gz	refseq/bacteria/GCF_004136575.1/GCF_004136575.1_ASM413657v1_genomic.fna.gz	1.2659	1.4396	97.45	0.066	96.06-98.96	0.066	0.04-0.10	1	1.032	376/12646	89.28	NZ_NOIQ01000010.1 Rothia koreensis strain JCM 15915 NODE_10_length_77117_cov_31.1513, whole genome shotgun sequence
human/ERR4605165_1.fastq.gz	refseq/bacteria/GCF_017876395.1/GCF_017876395.1_ASM1787639v1_genomic.fna.gz	1.1994	1.2847	96.76	0.063	95.10-98.55	0.063	0.03-0.10	1	1.023	264/11637	88.50	NZ_JAGINX010000001.1 Nesterenkonia lacusekhoensis strain DSM 12544 Ga0451109_01, whole genome shotgun sequence
human/ERR4605165_1.fastq.gz	refseq/bacteria/GCF_013408565.1/GCF_013408565.1_ASM1340856v1_genomic.fna.gz	1.1628	1.5092	96.32	0.061	94.47-98.31	0.061	0.03-0.10	1	1.026	271/14242	88.00	NZ_JACBZX010000001.1 Janibacter alkaliphilus strain DSM 24723 Ga0104610_01, whole genome shotgun sequence
human/ERR4605165_1.fastq.gz	refseq/bacteria/GCF_011617465.1/GCF_011617465.1_ASM1161746v1_genomic.fna.gz	1.1368	1.7373	95.96	0.060	94.38-98.18	0.060	0.03-0.10	1	1.025	277/16704	87.61	NZ_CP050153.1 Brevibacterium pigmentatum strain YB235 chromosome, complete genome
human/ERR4605165_1.fastq.gz	refseq/bacteria/GCF_900289115.1/GCF_900289115.1_PRJEB23930_genomic.fna.gz	0.9364	0.8970	97.78	0.049	96.05-99.43	0.049	0.03-0.09	1	1.066	256/10432	88.73	NZ_LT985196.1 Janibacter massiliensis strain Marseille-P4121, whole genome shotgun sequence
human/ERR4605165_1.fastq.gz	refseq/bacteria/GCF_000421245.1/GCF_000421245.1_ASM42124v1_genomic.fna.gz	0.8856	1.1748	96.42	0.047	94.41-97.76	0.047	0.03-0.09	1	1.018	221/14663	87.34	NZ_ATWM01000001.1 Serinicoccus marinus DSM 15273 K342DRAFT_scaffold00001.1_C, whole genome shotgun sequence
human/ERR4605165_1.fastq.gz	refseq/bacteria/GCF_027257105.1/GCF_027257105.1_ASM2725710v1_genomic.fna.gz	0.8590	0.8032	96.13	0.045	93.67-96.40	0.045	0.04-0.10	1	1.036	138/10310	87.01	NZ_JAPYJX010000001.1 Corynebacterium faecium strain BL-R-1 contig1, whole genome shotgun sequence
human/ERR4605165_1.fastq.gz	refseq/bacteria/GCF_017356265.1/GCF_017356265.1_ASM1735626v1_genomic.fna.gz	0.8558	1.3724	96.61	0.045	94.76-98.91	0.045	0.02-0.08	1	1.018	274/17707	87.42	NZ_JAFNAW010000001.1 Paracoccus fontiphilus strain MVW-1 scaffold1.1-size199343, whole genome shotgun sequence
human/ERR4605173_1.fastq.gz	refseq/bacteria/GCF_001612705.2/GCF_001612705.2_ASM161270v2_genomic.fna.gz	88.2804	92.1686	95.30	84.000	NA-NA	HIGH	NA-NA	84	78.115	6536/29095	95.30	NZ_CP012400.2 Pseudomonas yamanorum strain LBUM636 chromosome, complete genome
human/ERR4605173_1.fastq.gz	refseq/bacteria/GCF_019395145.1/GCF_019395145.1_ASM1939514v1_genomic.fna.gz	8.4077	4.8957	98.30	8.000	NA-NA	HIGH	NA-NA	8	7.947	9567/16277	98.30	NZ_CP080034.1 Brevundimonas nasdae strain Au29 chromosome, complete genome
human/ERR4605173_1.fastq.gz	refseq/bacteria/GCF_024106375.1/GCF_024106375.1_ASM2410637v1_genomic.fna.gz	0.9608	0.8633	99.03	0.914	98.94-99.11	0.914	0.88-0.94	1	1.495	12241/25407	97.67	NZ_JAMKPY010000010.1 Pseudomonas carnis strain NWU Be30 NODE_10_length_314990_cov_413.664952, whole genome shotgun sequence
human/ERR4605173_1.fastq.gz	refseq/bacteria/GCF_000263675.1/GCF_000263675.1_ASM26367v2_genomic.fna.gz	0.8290	0.7801	95.00	0.789	94.87-95.18	0.789	0.73-0.84	1	1.434	3299/26543	93.49	NZ_CM001513.1 Pseudomonas lactis strain SS101 chromosome, whole genome shotgun sequence
human/ERR4605173_1.fastq.gz	refseq/bacteria/GCF_021391435.1/GCF_021391435.1_ASM2139143v1_genomic.fna.gz	0.3886	0.3611	98.70	0.370	98.57-98.89	0.370	0.34-0.39	1	1.191	6144/26307	95.42	NZ_CP090029.1 Pseudomonas sivasensis strain BsEB-1 chromosome, complete genome
human/ERR4605173_1.fastq.gz	refseq/bacteria/GCF_010669145.1/GCF_010669145.1_ASM1066914v1_genomic.fna.gz	0.2714	0.2421	99.17	0.258	98.98-99.44	0.258	0.24-0.27	1	1.144	4265/23745	94.61	NZ_CP048632.1 Rhizobium oryzihabitans strain M15 chromosome M15-11, complete sequence
human/ERR4605173_1.fastq.gz	refseq/bacteria/GCF_002208825.2/GCF_002208825.2_ASM220882v2_genomic.fna.gz	0.2075	0.1057	95.67	0.197	94.86-96.39	0.197	0.15-0.25	1	1.496	685/14227	90.68	NZ_CP022048.2 Brevundimonas vesicularis strain FDAARGOS_289 chromosome, complete genome
human/ERR4605173_1.fastq.gz	refseq/bacteria/GCF_000018665.1/GCF_000018665.1_ASM1866v1_genomic.fna.gz	0.1911	0.1970	98.85	0.182	98.55-99.22	0.182	0.16-0.20	1	1.099	3379/28420	93.36	NC_010002.1 Delftia acidovorans SPH-1, complete sequence
human/ERR4605173_1.fastq.gz	refseq/bacteria/GCF_029215875.1/GCF_029215875.1_ASM2921587v1_genomic.fna.gz	0.1451	0.1534	96.75	0.138	96.26-97.27	0.138	0.12-0.16	1	1.079	1374/29021	90.63	NZ_CP118775.1 Delftia tsuruhatensis strain ULwDis3 chromosome, complete genome
human/ERR4605173_1.fastq.gz	refseq/bacteria/GCF_002278035.1/GCF_002278035.1_ASM227803v1_genomic.fna.gz	0.1190	0.1023	97.82	0.113	97.25-98.48	0.113	0.09-0.14	1	1.052	1308/23627	91.09	NZ_CP022604.1 [Ochrobactrum] quorumnocens strain A44 chromosome 1, complete sequence
human/ERR4605173_1.fastq.gz	refseq/bacteria/GCF_019141545.1/GCF_019141545.1_ASM1914154v1_genomic.fna.gz	0.1002	0.0622	97.45	0.095	96.63-98.20	0.095	0.07-0.12	1	1.042	730/17396	90.28	NZ_CP065892.1 Paracoccus marcusii strain CP157 chromosome, complete genome
human/ERR4605173_1.fastq.gz	refseq/bacteria/GCF_019704535.1/GCF_019704535.1_ASM1970453v1_genomic.fna.gz	0.0992	0.0686	98.07	0.094	97.26-98.94	0.094	0.07-0.12	1	1.355	1015/19356	90.93	NZ_AP024722.1 Stutzerimonas stutzeri strain F2a chromosome, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_029215875.1/GCF_029215875.1_ASM2921587v1_genomic.fna.gz	15.9192	35.2417	98.82	9.000	NA-NA	HIGH	NA-NA	9	9.571	20105/29021	98.82	NZ_CP118775.1 Delftia tsuruhatensis strain ULwDis3 chromosome, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_023573625.1/GCF_023573625.1_ASM2357362v1_genomic.fna.gz	10.6128	8.3601	99.54	6.000	NA-NA	HIGH	NA-NA	6	6.903	9066/10452	99.54	NZ_CP097650.1 Micrococcus yunnanensis strain TT9 chromosome, complete genome
human/ERR4605122_1.fastq.gz	refseq/viral/GCF_000859405.1/GCF_000859405.1_ViralProj15273_genomic.fna.gz	8.8440	0.1229	97.12	5.000	NA-NA	HIGH	NA-NA	5	4.819	72/178	97.12	NC_007057.1 Staphylococcus phage 96, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_002504085.1/GCF_002504085.1_ASM250408v1_genomic.fna.gz	8.8440	15.5992	96.79	5.000	NA-NA	HIGH	NA-NA	5	4.726	8476/23317	96.79	NZ_CP023741.1 Sphingobium yanoikuyae strain S72 chromosome, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_006094375.1/GCF_006094375.1_ASM609437v1_genomic.fna.gz	7.0752	5.6188	99.48	4.000	NA-NA	HIGH	NA-NA	4	4.017	8848/10390	99.48	NZ_CP035288.1 Staphylococcus epidermidis strain ATCC 14990 chromosome, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_001619895.1/GCF_001619895.1_ASM161989v1_genomic.fna.gz	7.0752	5.4569	95.57	4.000	NA-NA	HIGH	NA-NA	4	4.381	2578/10500	95.57	NZ_LRFD01000001.1 Micrococcus aloeverae strain M71 Contig_1, whole genome shotgun sequence
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_001611955.1/GCF_001611955.1_ASM161195v1_genomic.fna.gz	7.0752	5.7746	99.27	4.000	NA-NA	HIGH	NA-NA	4	4.013	8392/10537	99.27	NZ_CP013911.1 Staphylococcus haemolyticus strain S167 chromosome, complete genome
human/ERR4605122_1.fastq.gz	refseq/viral/GCF_002957815.1/GCF_002957815.1_ASM295781v1_genomic.fna.gz	5.3064	0.0653	95.16	3.000	NA-NA	HIGH	NA-NA	3	3.081	37/172	95.16	NC_048681.1 Staphylococcus phage phiSa2wa_st22, complete genome
human/ERR4605122_1.fastq.gz	refseq/viral/GCF_002743675.1/GCF_002743675.1_ASM274367v1_genomic.fna.gz	4.4220	0.0643	99.35	2.500	99.20-100.03	2.500	1.36-2.71	2	2.665	158/209	99.10	NC_055045.1 Staphylococcus phage phiSa2wa_st1, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_013285525.1/GCF_013285525.1_ASM1328552v1_genomic.fna.gz	2.4425	4.1862	97.99	1.381	97.92-98.05	1.381	1.32-1.44	2	2.061	9316/23107	97.11	NZ_CP053856.1 Agrobacterium pusense strain 76 chromosome R76C1, complete sequence
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_001586235.1/GCF_001586235.1_ASM158623v1_genomic.fna.gz	2.1652	1.7938	98.69	1.224	98.59-98.79	1.224	1.17-1.30	2	1.782	5254/11066	97.63	NZ_CP014635.1 Corynebacterium simulans strain Wattiau chromosome, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_019395145.1/GCF_019395145.1_ASM1939514v1_genomic.fna.gz	2.1068	2.5686	97.37	1.191	97.25-97.45	1.191	1.13-1.24	1	1.792	5022/16277	96.28	NZ_CP080034.1 Brevundimonas nasdae strain Au29 chromosome, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_019890915.1/GCF_019890915.1_ASM1989091v1_genomic.fna.gz	1.8235	1.4787	96.00	1.031	95.79-96.17	1.031	0.94-1.14	2	3.083	1995/10817	94.69	NZ_CP082331.1 Micrococcus luteus strain CW.Ay chromosome, complete genome
human/ERR4605122_1.fastq.gz	refseq/viral/GCF_025775335.1/GCF_025775335.1_ASM2577533v1_genomic.fna.gz	1.7688	0.0249	95.27	1.000	94.34-96.85	1.000	0.43-1.69	2	2.219	32/218	94.00	NC_004740.1 Staphylococcus prophage phiN315, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_022359095.1/GCF_022359095.1_ASM2235909v1_genomic.fna.gz	1.6066	1.3956	98.28	0.908	98.12-98.38	0.908	0.86-0.96	1	1.675	4048/11450	96.70	NZ_JACSYB010000001.1 Moraxella tetraodonis strain PS-22 1, whole genome shotgun sequence
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_001553955.1/GCF_001553955.1_ASM155395v1_genomic.fna.gz	1.2120	1.0236	95.77	0.685	95.47-96.04	0.685	0.61-0.76	1	1.467	1445/10949	93.68	NZ_CP014234.1 Moraxella osloensis strain CCUG 350 chromosome, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_015168335.1/GCF_015168335.1_ASM1516833v1_genomic.fna.gz	1.1428	2.1947	98.13	0.646	98.00-98.26	0.646	0.61-0.68	1	2.269	7028/25608	95.91	NZ_CP063456.1 Pseudomonas shirazica strain A28 chromosome, complete genome
human/ERR4605122_1.fastq.gz	refseq/viral/GCF_000840945.1/GCF_000840945.1_ViralProj14352_genomic.fna.gz	1.0107	0.0134	99.62	0.571	96.96-100.08	0.571	0.44-2.62	2	2.549	71/179	97.06	NC_005356.1 Staphylococcus phage 77, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_019343495.1/GCF_019343495.1_ASM1934349v1_genomic.fna.gz	0.9828	1.1054	96.41	0.556	96.21-96.62	0.556	0.51-0.60	1	1.302	2055/14725	93.85	NZ_CP072549.1 Acinetobacter lwoffii strain H7 chromosome, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_004563965.1/GCF_004563965.1_ASM456396v1_genomic.fna.gz	0.7345	0.5897	96.22	0.415	95.82-96.59	0.415	0.36-0.47	1	1.399	1143/10833	93.00	NZ_SPKS01000001.1 Micrococcus flavus strain BCRC 80069 Scaffold1, whole genome shotgun sequence
human/ERR4605122_1.fastq.gz	refseq/viral/GCF_000921075.1/GCF_000921075.1_ViralProj253318_genomic.fna.gz	0.7319	0.0219	96.22	0.414	94.40-97.94	0.414	0.20-0.78	1	1.439	41/384	93.04	NC_024355.1 Staphylococcus phage 6ec, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_030070085.1/GCF_030070085.1_ASM3007008v1_genomic.fna.gz	0.7029	1.0160	97.59	0.397	97.44-97.84	0.397	0.36-0.42	1	1.277	3112/19818	94.20	NZ_JASJOI010000001.1 Stenotrophomonas sepilia strain ZH16 contig1, whole genome shotgun sequence
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_016599755.1/GCF_016599755.1_ASM1659975v1_genomic.fna.gz	0.6880	0.5535	98.36	0.389	98.17-98.64	0.389	0.35-0.41	1	1.197	2184/11050	94.90	NZ_CP067012.1 Corynebacterium kefirresidentii strain FDAARGOS_1055 chromosome, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_010669145.1/GCF_010669145.1_ASM1066914v1_genomic.fna.gz	0.6521	1.2179	98.50	0.369	98.36-98.74	0.369	0.34-0.39	1	1.342	4678/23745	94.89	NZ_CP048632.1 Rhizobium oryzihabitans strain M15 chromosome M15-11, complete sequence
human/ERR4605122_1.fastq.gz	refseq/viral/GCF_002633665.1/GCF_002633665.1_ASM263366v1_genomic.fna.gz	0.6243	0.0083	97.98	0.353	95.61-99.16	0.353	0.26-0.86	1	2.200	30/181	94.37	NC_054978.1 Staphylococcus phage TEM126, complete sequence
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_003812505.1/GCF_003812505.1_ASM381250v1_genomic.fna.gz	0.5743	0.4133	97.81	0.325	97.50-98.23	0.325	0.28-0.36	1	1.325	1399/9651	93.96	NZ_CP033732.1 Staphylococcus hominis strain FDAARGOS_575 chromosome, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_000376705.1/GCF_000376705.1_ASM37670v1_genomic.fna.gz	0.4205	0.3418	97.56	0.238	97.03-97.99	0.238	0.20-0.27	1	1.117	1081/10772	92.85	NC_021085.1 Cutibacterium acnes HL096PA1, complete sequence
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_904830995.1/GCF_904830995.1_G1452_genomic.fna.gz	0.4096	0.4288	96.78	0.232	96.28-97.28	0.232	0.20-0.27	1	1.173	1103/14331	92.06	NZ_CAJGVD010000001.1 Brevundimonas aurantiaca strain Marseille-P3291, whole genome shotgun sequence
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_001275345.1/GCF_001275345.1_ASM127534v1_genomic.fna.gz	0.3893	0.3543	97.68	0.220	97.25-98.14	0.220	0.18-0.26	1	1.126	1186/12145	92.77	NZ_CP012507.1 Kocuria palustris strain MU14/1 chromosome, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_030229635.1/GCF_030229635.1_ASM3022963v1_genomic.fna.gz	0.3334	0.2472	96.06	0.189	95.25-96.73	0.189	0.14-0.24	1	1.213	502/9835	90.85	NZ_JASPII010000010.1 Corynebacterium marquesiae strain MSK093 NODE_10_length_90340_cov_53.651153, whole genome shotgun sequence
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_027920505.1/GCF_027920505.1_ASM2792050v1_genomic.fna.gz	0.3222	0.4634	96.65	0.182	96.11-97.17	0.182	0.15-0.21	1	1.096	1140/19197	91.29	NZ_CP115857.1 Chryseobacterium gambrini strain PL22-1A chromosome, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_016728725.1/GCF_016728725.1_ASM1672872v1_genomic.fna.gz	0.3178	0.2509	97.91	0.180	97.25-98.41	0.180	0.15-0.22	1	1.107	934/10680	92.44	NZ_CP068168.1 Corynebacterium amycolatum strain FDAARGOS_1108 chromosome, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_019704535.1/GCF_019704535.1_ASM1970453v1_genomic.fna.gz	0.2903	0.4207	97.20	0.164	96.62-97.66	0.164	0.14-0.19	1	1.147	1247/19356	91.53	NZ_AP024722.1 Stutzerimonas stutzeri strain F2a chromosome, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_025272815.1/GCF_025272815.1_ASM2527281v1_genomic.fna.gz	0.2415	0.1918	97.59	0.137	96.91-98.55	0.137	0.10-0.17	1	1.132	644/10499	91.39	NZ_CP102089.1 Staphylococcus capitis subsp. capitis strain H17 chromosome, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_029026745.1/GCF_029026745.1_ASM2902674v1_genomic.fna.gz	0.2286	0.2102	95.39	0.129	94.30-96.41	0.129	0.09-0.19	1	1.046	351/12051	89.22	NZ_CP109617.1 Exiguobacterium profundum strain TSS-3 chromosome, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_016725865.1/GCF_016725865.1_ASM1672586v1_genomic.fna.gz	0.2190	0.4207	96.12	0.124	95.49-96.96	0.124	0.09-0.15	1	1.057	893/25599	89.74	NZ_CP068086.1 Sphingobacterium multivorum strain FDAARGOS_1143 chromosome, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_030295285.1/GCF_030295285.1_ASM3029528v1_genomic.fna.gz	0.2088	0.1451	96.02	0.118	94.96-97.17	0.118	0.08-0.17	1	1.049	307/9435	89.54	NZ_AP026710.1 Cutibacterium granulosum strain TP-CG7 isolate Human chromosome, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_013408565.1/GCF_013408565.1_ASM1340856v1_genomic.fna.gz	0.1823	0.1931	96.34	0.103	95.25-97.28	0.103	0.07-0.15	1	1.044	451/14242	89.46	NZ_JACBZX010000001.1 Janibacter alkaliphilus strain DSM 24723 Ga0104610_01, whole genome shotgun sequence
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_019141545.1/GCF_019141545.1_ASM1914154v1_genomic.fna.gz	0.1747	0.2271	95.71	0.099	94.66-96.66	0.099	0.07-0.14	1	1.065	430/17396	88.75	NZ_CP065892.1 Paracoccus marcusii strain CP157 chromosome, complete genome
human/ERR4605122_1.fastq.gz	refseq/bacteria/GCF_003116135.1/GCF_003116135.1_ASM311613v1_genomic.fna.gz	0.1182	0.1959	95.68	0.067	94.28-97.82	0.067	0.03-0.10	1	1.043	376/22208	87.67	NZ_PDOA01000099.1 Pseudoroseomonas aestuarii strain JR1/69-1-13 NODE_100_length_268_cov_13.9929, whole genome shotgun sequence
human/ERR4605118_1.fastq.gz	refseq/bacteria/GCF_000412675.1/GCF_000412675.1_ASM41267v1_genomic.fna.gz	36.1555	96.7936	95.48	105.000	NA-NA	HIGH	NA-NA	105	96.948	6289/26347	95.48	NC_021505.1 Pseudomonas putida NBRC 14164, complete sequence
human/ERR4605118_1.fastq.gz	refseq/viral/GCF_000910015.1/GCF_000910015.1_ViralProj206473_genomic.fna.gz	35.1225	0.6910	95.80	102.000	NA-NA	HIGH	NA-NA	102	93.686	51/193	95.80	NC_021326.1 Staphylococcus phage StauST398-1, complete genome
