Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/547/945/GCA_900547945.1_genomic.fna.gz	1.2083	1.6143	98.84	470.000	NA-NA	HIGH	NA-NA	470	458.569	10254/14731	98.84	URIT01000001.1 uncultured bacterium isolate UMGS1035 genome assembly, contig: NODE_84_length_127763_cov_35.363023, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCF/009/494/395/GCF_009494395.1_genomic.fna.gz	1.1646	1.7713	96.55	453.000	NA-NA	HIGH	NA-NA	453	430.642	5621/16692	96.55	NZ_VZCB01000029.1 Prevotella copri strain iA622 NODE_100_length_1441_cov_373.887_ID_199, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/435/075/GCA_000435075.1_genomic.fna.gz	1.0951	1.1166	96.55	426.000	NA-NA	HIGH	NA-NA	426	387.768	3877/11496	96.55	FR890570.1 Bacteroides sp. CAG:770 genomic scaffold, scf5, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/436/915/GCA_000436915.1_genomic.fna.gz	1.0669	1.2778	97.29	415.000	NA-NA	HIGH	NA-NA	415	310.082	5675/13298	97.29	HF993902.1 Prevotella sp. CAG:1092 genomic scaffold, scf7, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/547/745/GCA_900547745.1_genomic.fna.gz	1.0463	0.7391	98.79	407.000	NA-NA	HIGH	NA-NA	407	383.129	5433/7924	98.79	URHT01000001.1 uncultured Clostridiales bacterium isolate UMGS1012 genome assembly, contig: NODE_19_length_133884_cov_7.023455, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCF/018/918/265/GCF_018918265.1_genomic.fna.gz	0.9640	1.3697	98.99	375.000	NA-NA	HIGH	NA-NA	375	342.050	11437/15647	98.99	NZ_JAHLQC010000001.1 Falcatimonas sp. MSJ-15 L-15_ctg001, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/543/455/GCA_900543455.1_genomic.fna.gz	0.9460	0.8205	96.76	368.000	NA-NA	HIGH	NA-NA	368	350.609	3347/9306	96.76	UQRR01000001.1 uncultured Dialister sp. isolate UMGS571 genome assembly, contig: NODE_40_length_82788_cov_6.183893, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/556/535/GCA_900556535.1_genomic.fna.gz	0.9332	0.5730	98.37	363.000	NA-NA	HIGH	NA-NA	363	342.821	4102/6818	98.37	USPI01000001.1 uncultured Clostridiales bacterium isolate UMGS1941 genome assembly, contig: NODE_702_length_29402_cov_5.609889, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCF/009/495/355/GCF_009495355.1_genomic.fna.gz	0.9229	1.1210	98.94	359.000	NA-NA	HIGH	NA-NA	359	395.430	9620/13371	98.94	NZ_VZAD01000089.1 Prevotella copri strain iAQ1173 NODE_100_length_1008_cov_33.277_ID_203, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCF/015/074/785/GCF_015074785.1_genomic.fna.gz	0.8381	1.2532	96.45	326.000	NA-NA	HIGH	NA-NA	326	468.965	5156/15835	96.45	NZ_CP042464.1 Prevotella copri strain YF2 chromosome
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/434/935/GCA_000434935.1_genomic.fna.gz	0.7532	0.7948	97.37	293.000	NA-NA	HIGH	NA-NA	293	286.098	5071/11590	97.37	FR882155.1 Bacteroides sp. CAG:709 genomic scaffold, scf6, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/543/975/GCA_900543975.1_genomic.fna.gz	0.7455	0.7863	98.40	290.000	NA-NA	HIGH	NA-NA	290	266.513	7048/11612	98.40	UQTI01000001.1 uncultured Prevotella sp. isolate UMGS626 genome assembly, contig: NODE_91_length_84055_cov_11.448714, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCF/019/127/135/GCF_019127135.1_genomic.fna.gz	0.7095	1.0667	98.05	276.000	NA-NA	HIGH	NA-NA	276	515.945	9017/16588	98.05	NZ_JAHOEA010000100.1 Prevotella copri strain MSK.21.95 NODE_100_length_5714_cov_292.601, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/002/404/795/GCA_002404795.1_genomic.fna.gz	0.6967	0.5931	97.25	271.000	NA-NA	HIGH	NA-NA	271	253.238	4005/9504	97.25	DHKK01000146.1 MAG TPA_asm: Clostridiales bacterium UBA4696 UBA4696_contig_1000, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/765/465/GCA_900765465.1_genomic.fna.gz	0.6941	0.5629	99.00	270.000	NA-NA	HIGH	NA-NA	270	433.911	6551/8957	99.00	CAAFRM010000001.1 TPA_asm: uncultured Prevotella sp., isolate HGM04955, WGS project CAAFRM010000000 data, contig: SRS294916_12_k89_47, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/549/585/GCA_900549585.1_genomic.fna.gz	0.6324	0.6754	99.39	246.000	NA-NA	HIGH	NA-NA	246	233.163	9801/11831	99.39	URON01000001.1 uncultured Parabacteroides sp. isolate UMGS1201 genome assembly, contig: NODE_59_length_107457_cov_4.769083, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCF/002/251/385/GCF_002251385.1_genomic.fna.gz	0.5887	0.6642	97.82	229.000	NA-NA	HIGH	NA-NA	229	226.690	6319/12496	97.82	NZ_NPJJ01000001.1 Prevotella sp. P5-108 contig1, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/547/315/GCA_900547315.1_genomic.fna.gz	0.5733	0.4227	99.14	223.000	NA-NA	HIGH	NA-NA	223	212.019	6345/8305	99.14	URGI01000001.1 uncultured Clostridiales bacterium isolate UMGS975 genome assembly, contig: NODE_12_length_84315_cov_13.752843, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/540/405/GCA_900540405.1_genomic.fna.gz	0.5630	0.2989	95.80	219.000	NA-NA	HIGH	NA-NA	219	198.605	1570/5944	95.80	UQFW01000001.1 uncultured Spirochaetes bacterium isolate UMGS243 genome assembly, contig: NODE_65_length_62962_cov_24.3719, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/435/555/GCA_000435555.1_genomic.fna.gz	0.5527	0.3404	98.18	215.000	NA-NA	HIGH	NA-NA	215	206.738	3879/6846	98.18	FR881491.1 Firmicutes bacterium CAG:176 genomic scaffold, scf4, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/435/055/GCA_000435055.1_genomic.fna.gz	0.5424	0.4155	98.60	211.000	NA-NA	HIGH	NA-NA	211	207.968	5502/8524	98.60	FR879670.1 Clostridium sp. CAG:138 genomic scaffold, scf1, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/543/815/GCA_900543815.1_genomic.fna.gz	0.5373	0.6073	98.06	209.000	NA-NA	HIGH	NA-NA	209	211.343	6810/12505	98.06	UQST01000001.1 uncultured Prevotellaceae bacterium isolate UMGS608 genome assembly, contig: NODE_3_length_185014_cov_24.597933, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/545/245/GCA_900545245.1_genomic.fna.gz	0.5347	0.6631	96.85	208.000	NA-NA	HIGH	NA-NA	208	201.762	5137/13876	96.85	UQYV01000001.1 uncultured Bacteroidales bacterium isolate UMGS764 genome assembly, contig: NODE_19_length_174401_cov_10.350969, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/004/556/705/GCA_004556705.1_genomic.fna.gz	0.5296	0.4587	97.22	206.000	NA-NA	HIGH	NA-NA	206	194.106	4029/9648	97.22	SFGA01000080.1 MAG: Ruminococcus sp. isolate W0P45.002 Contig10196, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/554/835/GCA_900554835.1_genomic.fna.gz	0.5270	0.8377	95.09	205.000	NA-NA	HIGH	NA-NA	205	216.673	3695/17579	95.09	USJD01000001.1 uncultured Prevotella sp. isolate UMGS1762 genome assembly, contig: NODE_9_length_147435_cov_4.927168, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/188/175/GCF_000188175.1_genomic.fna.gz	0.5270	0.4328	98.07	205.000	NA-NA	HIGH	NA-NA	205	205.674	5012/9172	98.07	NZ_GL830843.1 Phascolarctobacterium succinatutens YIT 12067 Scfld0, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCF/004/535/825/GCF_004535825.1_genomic.fna.gz	0.5116	0.8128	98.49	199.000	NA-NA	HIGH	NA-NA	199	254.838	10812/17343	98.49	NZ_SGVY01000101.1 Prevotella hominis strain BCRC 81118 Scaffold100_1, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/552/845/GCA_900552845.1_genomic.fna.gz	0.5064	0.3414	98.93	197.000	NA-NA	HIGH	NA-NA	197	176.370	5269/7349	98.93	USBC01000001.1 uncultured Ruminococcaceae bacterium isolate UMGS1551 genome assembly, contig: NODE_465_length_47985_cov_3.551662, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/541/355/GCA_900541355.1_genomic.fna.gz	0.5039	0.3008	98.62	196.000	NA-NA	HIGH	NA-NA	196	175.451	4354/6695	98.62	UQJU01000001.1 uncultured Spirochaetes bacterium isolate UMGS352 genome assembly, contig: NODE_49_length_87547_cov_3.512413, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/542/795/GCA_900542795.1_genomic.fna.gz	0.5013	0.4580	98.69	195.000	NA-NA	HIGH	NA-NA	195	198.174	6819/10269	98.69	UQPD01000001.1 uncultured Prevotella sp. isolate UMGS499 genome assembly, contig: NODE_38_length_35744_cov_13.434588, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/546/445/GCA_900546445.1_genomic.fna.gz	0.5013	0.3191	96.89	195.000	NA-NA	HIGH	NA-NA	195	192.460	2670/7102	96.89	URCV01000001.1 uncultured Bacteroidales bacterium isolate UMGS880 genome assembly, contig: NODE_14_length_75849_cov_11.076889, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCF/900/290/275/GCF_900290275.1_genomic.fna.gz	0.4962	0.7512	99.06	193.000	NA-NA	HIGH	NA-NA	193	353.219	11994/16067	99.06	NZ_LT985323.1 Prevotella sp. Marseille-P4119, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/432/595/GCA_000432595.1_genomic.fna.gz	0.4962	0.2213	97.31	193.000	NA-NA	HIGH	NA-NA	193	188.521	2197/5118	97.31	HF996837.1 Clostridium sp. CAG:710 genomic scaffold, scf8, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/763/965/GCA_900763965.1_genomic.fna.gz	0.4884	0.3725	97.62	190.000	NA-NA	HIGH	NA-NA	190	184.522	4003/8435	97.62	CAAFMG010000001.1 TPA_asm: uncultured Oscillospiraceae bacterium, isolate HGM13047, WGS project CAAFMG010000000 data, contig: SRS1596868_37_k141_877, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/003/538/135/GCA_003538135.1_genomic.fna.gz	0.4807	0.4017	98.59	187.000	NA-NA	HIGH	NA-NA	187	184.561	6038/9369	98.59	DPOR01000002.1 TPA_asm: Oscillospiraceae bacterium isolate UBA11809 contig_1031, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/557/045/GCA_900557045.1_genomic.fna.gz	0.4782	0.3096	97.13	186.000	NA-NA	HIGH	NA-NA	186	183.171	2941/7251	97.13	USQY01000001.1 uncultured Clostridium sp. isolate UMGS1995 genome assembly, contig: NODE_117_length_103211_cov_5.937115, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/431/815/GCA_000431815.1_genomic.fna.gz	0.4473	0.4003	98.36	174.000	NA-NA	HIGH	NA-NA	174	164.899	6035/10092	98.36	FR889208.1 Butyrivibrio sp. CAG:318 genomic scaffold, scf4, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/174/195/GCF_000174195.1_genomic.fna.gz	0.4345	0.6807	98.21	169.000	NA-NA	HIGH	NA-NA	169	136.462	9992/17492	98.21	NZ_ACFY01000179.1 Roseburia inulinivorans DSM 16841 R_inulinivorans-1.0.1_Cont604.1, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/765/235/GCF_000765235.1_genomic.fna.gz	0.4267	0.4508	97.85	166.000	NA-NA	HIGH	NA-NA	166	179.165	6003/11788	97.85	NZ_JPJG01000001.1 Oscillibacter sp. ER4 contig_1, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/552/515/GCA_900552515.1_genomic.fna.gz	0.4242	0.3677	98.39	165.000	NA-NA	HIGH	NA-NA	165	163.286	5965/9871	98.39	URZZ01000001.1 uncultured Prevotella sp. isolate UMGS1520 genome assembly, contig: NODE_109_length_89314_cov_48.578149, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/437/795/GCA_000437795.1_genomic.fna.gz	0.4216	0.3955	97.98	164.000	NA-NA	HIGH	NA-NA	164	163.426	5479/10319	97.98	FR899514.1 Prevotella sp. CAG:279 genomic scaffold, scf4, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/554/205/GCA_900554205.1_genomic.fna.gz	0.4165	0.5434	98.30	162.000	NA-NA	HIGH	NA-NA	162	158.138	8504/14469	98.30	USGM01000001.1 uncultured Lachnospiraceae bacterium isolate UMGS1691 genome assembly, contig: NODE_32_length_89023_cov_3.260060, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/435/975/GCA_000435975.1_genomic.fna.gz	0.4165	0.3176	98.55	162.000	NA-NA	HIGH	NA-NA	162	158.158	5453/8577	98.55	FR884056.1 Oscillibacter sp. CAG:241 genomic scaffold, scf4, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/902/363/825/GCA_902363825.1_genomic.fna.gz	0.4062	0.4657	98.80	158.000	NA-NA	HIGH	NA-NA	158	151.187	8742/12699	98.80	CABJBK010000001.1 Lachnospiraceae bacterium isolate MGYG-HGUT-00153 genome assembly, contig: ERS138191.8080_1_93.1, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/438/155/GCA_000438155.1_genomic.fna.gz	0.3933	0.4702	98.87	153.000	NA-NA	HIGH	NA-NA	153	129.226	9406/13362	98.87	FR902826.1 Firmicutes bacterium CAG:95 genomic scaffold, scf14, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/435/335/GCA_000435335.1_genomic.fna.gz	0.3676	0.3003	99.12	143.000	NA-NA	HIGH	NA-NA	143	124.345	6960/9165	99.12	FR891296.1 Clostridium sp. CAG:964 genomic scaffold, scf24, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCF/002/265/625/GCF_002265625.1_genomic.fna.gz	0.3650	0.5257	98.32	142.000	NA-NA	HIGH	NA-NA	142	182.760	9380/15846	98.32	NZ_NOVE01000100.1 Prevotella sp. 885 NODE_100_length_3761_cov_38.0603, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCF/003/482/105/GCF_003482105.1_genomic.fna.gz	0.3625	0.3709	98.65	141.000	NA-NA	HIGH	NA-NA	141	135.710	7295/11123	98.65	NZ_QULM01000001.1 Coprococcus sp. OM04-5BH OM04-5BH.Scaf1, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCF/019/052/365/GCF_019052365.1_genomic.fna.gz	0.3599	0.4456	97.48	140.000	NA-NA	HIGH	NA-NA	140	171.671	6246/13775	97.48	NZ_JAHQUY010000087.1 Prevotella stercorea strain MSK.21.24 NODE_100_length_10106_cov_221.554, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/433/755/GCA_000433755.1_genomic.fna.gz	0.3573	0.1628	98.32	139.000	NA-NA	HIGH	NA-NA	139	139.244	3034/5126	98.32	FR891232.1 Clostridium sp. CAG:465 genomic scaffold, scf11, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/753/045/GCA_900753045.1_genomic.fna.gz	0.3471	0.3311	96.37	135.000	NA-NA	HIGH	NA-NA	135	154.595	3384/10642	96.37	CAADXO010000001.1 TPA_asm: uncultured Phascolarctobacterium sp., isolate HGM14019, WGS project CAADXO010000000 data, contig: ERS396328_52_k85_69, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/548/625/GCA_900548625.1_genomic.fna.gz	0.3239	0.2820	98.65	126.000	NA-NA	HIGH	NA-NA	126	129.597	6340/9653	98.65	URLO01000001.1 uncultured Clostridiales bacterium isolate UMGS1113 genome assembly, contig: NODE_23_length_207147_cov_7.018216, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/549/415/GCA_900549415.1_genomic.fna.gz	0.3136	0.4218	97.88	122.000	NA-NA	HIGH	NA-NA	122	118.379	7751/15040	97.88	URNX01000001.1 uncultured bacterium isolate UMGS1182 genome assembly, contig: NODE_1_length_195129_cov_23.710918, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/764/565/GCA_900764565.1_genomic.fna.gz	0.3085	0.2633	98.33	120.000	NA-NA	HIGH	NA-NA	120	121.435	5649/9530	98.33	CAAFOM010000001.1 TPA_asm: uncultured Catenibacterium sp., isolate HGM09799, WGS project CAAFOM010000000 data, contig: SRS2320656_26_k141_635, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/770/515/GCA_900770515.1_genomic.fna.gz	0.3059	0.2882	97.64	119.000	NA-NA	HIGH	NA-NA	119	277.482	4951/10394	97.64	CAAHDP010000001.1 TPA_asm: uncultured Prevotella sp., isolate HGM04843, WGS project CAAHDP010000000 data, contig: SRS476326_96_k119_100109, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/210/095/GCF_000210095.1_genomic.fna.gz	0.3008	0.2995	98.23	117.000	NA-NA	HIGH	NA-NA	117	116.212	6300/10955	98.23	NC_021039.1 Ruminococcus champanellensis 18P13 = JCM 17042, complete sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/003/522/105/GCA_003522105.1_genomic.fna.gz	0.2982	0.2364	99.17	116.000	NA-NA	HIGH	NA-NA	116	141.551	6633/8600	99.17	DPGF01000113.1 MAG TPA_asm: Oscillibacter sp. isolate UBA11510 contig_10285, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/769/615/GCA_900769615.1_genomic.fna.gz	0.2982	0.2520	98.20	116.000	NA-NA	HIGH	NA-NA	116	115.063	5395/9477	98.20	CAAGHH010000001.1 TPA_asm: Selenomonadales bacterium, isolate HGM14095, WGS project CAAGHH010000000 data, contig: SRS476269_74_k119_12210, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/543/105/GCA_900543105.1_genomic.fna.gz	0.2854	0.2815	96.77	111.000	NA-NA	HIGH	NA-NA	111	109.343	3937/10891	96.77	UQQA01000001.1 uncultured Ruminococcus sp. isolate UMGS533 genome assembly, contig: NODE_40_length_86447_cov_4.285015, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/752/905/GCA_900752905.1_genomic.fna.gz	0.2828	0.1285	99.01	110.000	NA-NA	HIGH	NA-NA	110	105.242	3718/5061	99.01	CAADWX010000001.1 TPA_asm: Bacilli bacterium, isolate HGM10857, WGS project CAADWX010000000 data, contig: ERS396318_49_k85_7043, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/003/539/495/GCA_003539495.1_genomic.fna.gz	0.2802	0.2283	98.82	109.000	NA-NA	HIGH	NA-NA	109	110.037	6290/9083	98.82	DPPB01000009.1 MAG TPA_asm: Oscillibacter sp. isolate UBA11502 contig_1090, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/553/155/GCA_900553155.1_genomic.fna.gz	0.2776	0.2208	98.41	108.000	NA-NA	HIGH	NA-NA	108	104.608	5340/8787	98.41	USCM01000001.1 uncultured Prevotella sp. isolate UMGS1584 genome assembly, contig: NODE_107_length_44237_cov_4.37226, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCF/014/297/285/GCF_014297285.1_genomic.fna.gz	0.2622	0.3725	98.80	102.000	NA-NA	HIGH	NA-NA	102	141.733	10582/15406	98.80	NZ_JACOQI010000001.1 Dysosmobacter sp. BX15 BX-15_ctg0001, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCF/018/918/025/GCF_018918025.1_genomic.fna.gz	0.2596	0.2717	98.51	101.000	NA-NA	HIGH	NA-NA	101	108.868	7212/11498	98.51	NZ_JAHLPT010000001.1 Oscillibacter sp. MSJ-31 M31_ctg0001, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/001/940/855/GCA_001940855.1_genomic.fna.gz	0.2545	0.2805	97.80	99.000	NA-NA	HIGH	NA-NA	99	112.099	6166/12273	97.80	MSGS01000001.1 MAG: Christensenellaceae bacterium Phil1 707_L1_merged_contig_10261, whole genome shotgun sequence
ERR7803603_1.fastq.gz	gtdb_genomes_reps_r207/GCA/003/487/665/GCA_003487665.1_genomic.fna.gz	0.2545	0.1887	99.08	99.000	NA-NA	HIGH	NA-NA	99	135.433	6012/8014	99.08	DNFA01000042.1 MAG TPA_asm: Oscillibacter sp. isolate UBA8280 contig_10131, whole genome shotgun sequence
