Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
vir_species95/species95_0_R1.fq.gz	mgv_votu_representatives.fna	0.8553	0.5078	95.28	3.000	NA-NA	HIGH	NA-NA	3	3.429	21/94	95.28	MGV-GENOME-0183351 OTU-54914
vir_species95/species95_0_R1.fq.gz	mgv_votu_representatives.fna	0.6924	1.4615	96.82	2.429	96.51-97.42	2.429	1.53-2.84	2	2.585	135/399	96.56	MGV-GENOME-0359169 OTU-57247
vir_species95/species95_0_R1.fq.gz	mgv_votu_representatives.fna	0.6132	0.9530	99.33	2.151	99.13-99.83	2.151	1.47-2.43	2	2.947	207/286	98.96	MGV-GENOME-0340394 OTU-40533
vir_species95/species95_0_R1.fq.gz	mgv_votu_representatives.fna	0.6109	1.4987	97.80	2.143	97.40-98.24	2.143	1.52-2.71	2	2.473	201/449	97.44	MGV-GENOME-0368637 OTU-76326
vir_species95/species95_0_R1.fq.gz	mgv_votu_representatives.fna	0.5832	2.3693	97.88	2.045	97.65-98.22	2.045	1.57-2.47	2	2.416	356/782	97.49	MGV-GENOME-0377830 OTU-35836
vir_species95/species95_0_R1.fq.gz	mgv_votu_representatives.fna	0.5534	0.4319	99.84	1.941	99.56-100.72	1.941	0.93-2.36	2	2.653	124/151	99.37	MGV-GENOME-0228897 OTU-41580
vir_species95/species95_0_R1.fq.gz	mgv_votu_representatives.fna	0.5054	0.2179	100.00	1.773	99.69-101.15	1.773	0.91-2.67	2	2.732	71/82	99.54	MGV-GENOME-0130871 OTU-75770
vir_species95/species95_0_R1.fq.gz	mgv_votu_representatives.fna	0.5018	1.1502	98.87	1.760	98.66-99.25	1.760	1.27-2.12	2	2.614	254/430	98.32	MGV-GENOME-0364175 OTU-13393
vir_species95/species95_0_R1.fq.gz	mgv_votu_representatives.fna	0.4035	1.4554	98.82	1.415	98.55-99.14	1.415	1.14-1.67	2	1.689	357/667	98.00	MGV-GENOME-0376188 OTU-57883
vir_species95/species95_0_R1.fq.gz	mgv_votu_representatives.fna	0.3485	0.1895	99.17	1.222	98.15-100.80	1.222	0.55-1.86	2	1.833	48/83	98.25	MGV-GENOME-0175723 OTU-68819
vir_species95/species95_0_R1.fq.gz	mgv_votu_representatives.fna	0.2957	0.2868	97.04	1.037	95.76-98.35	1.037	0.48-1.80	1	1.444	45/172	95.77	MGV-GENOME-0274543 OTU-36428
vir_species95/species95_0_R1.fq.gz	mgv_votu_representatives.fna	0.2701	0.2214	96.28	0.947	95.38-98.21	0.947	0.40-1.75	1	1.276	29/147	94.90	MGV-GENOME-4409937 OTU-21745
vir_species95/species95_0_R1.fq.gz	mgv_votu_representatives.fna	0.2327	0.7516	97.50	0.816	97.03-98.16	0.816	0.59-1.08	1	1.417	151/582	95.74	MGV-GENOME-0374293 OTU-69908
vir_species95/species95_0_R1.fq.gz	mgv_votu_representatives.fna	0.1754	0.0890	100.00	0.615	98.90-102.09	0.615	0.23-1.11	2	0.808	52/81	98.58	MGV-GENOME-0157763 OTU-26918
vir_species95/species95_0_R1.fq.gz	mgv_votu_representatives.fna	0.1291	0.0888	100.00	0.453	99.37-102.55	0.453	0.22-0.68	1	1.229	70/148	97.61	MGV-GENOME-0206654 OTU-18064
vir_species95/species95_2_R1.fq.gz	mgv_votu_representatives.fna	53.1131	50.8573	99.41	170.000	NA-NA	HIGH	NA-NA	170	143.978	179/215	99.41	MGV-GENOME-0297878 OTU-09058
vir_species95/species95_2_R1.fq.gz	mgv_votu_representatives.fna	9.6853	6.6626	99.47	31.000	NA-NA	HIGH	NA-NA	31	30.727	128/151	99.47	MGV-GENOME-0228897 OTU-41580
vir_species95/species95_2_R1.fq.gz	mgv_votu_representatives.fna	6.2486	5.5702	97.50	20.000	NA-NA	HIGH	NA-NA	20	19.138	87/191	97.50	MGV-GENOME-0283483 OTU-25322
vir_species95/species95_2_R1.fq.gz	mgv_votu_representatives.fna	4.9989	4.0853	98.28	16.000	NA-NA	HIGH	NA-NA	16	15.100	100/171	98.28	MGV-GENOME-0264970 OTU-36594
vir_species95/species95_2_R1.fq.gz	mgv_votu_representatives.fna	3.4367	1.3577	98.66	11.000	NA-NA	HIGH	NA-NA	11	9.625	56/85	98.66	MGV-GENOME-4355116 OTU-57828
vir_species95/species95_2_R1.fq.gz	mgv_votu_representatives.fna	3.1243	2.2611	99.10	10.000	NA-NA	HIGH	NA-NA	10	9.775	102/135	99.10	MGV-GENOME-0237592 OTU-18007
vir_species95/species95_2_R1.fq.gz	mgv_votu_representatives.fna	3.1243	1.8849	97.81	10.000	NA-NA	HIGH	NA-NA	10	9.532	62/123	97.81	MGV-GENOME-0205856 OTU-00998
vir_species95/species95_2_R1.fq.gz	mgv_votu_representatives.fna	2.1870	2.1843	99.03	7.000	NA-NA	HIGH	NA-NA	7	7.614	145/196	99.03	MGV-GENOME-0304586 OTU-21630
vir_species95/species95_2_R1.fq.gz	mgv_votu_representatives.fna	1.8746	5.8714	98.66	6.000	NA-NA	HIGH	NA-NA	6	5.877	430/653	98.66	MGV-GENOME-0375924 OTU-20582
vir_species95/species95_2_R1.fq.gz	mgv_votu_representatives.fna	1.8746	1.2466	99.37	6.000	NA-NA	HIGH	NA-NA	6	5.509	106/129	99.37	MGV-GENOME-0222590 OTU-09228
vir_species95/species95_2_R1.fq.gz	mgv_votu_representatives.fna	1.5621	0.8331	97.33	5.000	NA-NA	HIGH	NA-NA	5	4.685	54/125	97.33	MGV-GENOME-0186381 OTU-00058
vir_species95/species95_2_R1.fq.gz	mgv_votu_representatives.fna	1.5621	5.7140	98.99	5.000	NA-NA	HIGH	NA-NA	5	5.125	558/764	98.99	MGV-GENOME-0378171 OTU-72344
vir_species95/species95_2_R1.fq.gz	mgv_votu_representatives.fna	1.2497	1.7119	99.13	4.000	NA-NA	HIGH	NA-NA	4	3.963	218/286	99.13	MGV-GENOME-0340394 OTU-40533
vir_species95/species95_2_R1.fq.gz	mgv_votu_representatives.fna	1.2497	0.7775	97.11	4.000	NA-NA	HIGH	NA-NA	4	4.020	50/124	97.11	MGV-GENOME-0211075 OTU-48790
vir_species95/species95_2_R1.fq.gz	mgv_votu_representatives.fna	0.9373	3.2741	97.76	3.000	NA-NA	HIGH	NA-NA	3	3.112	331/669	97.76	MGV-GENOME-0377561 OTU-09533
vir_species95/species95_2_R1.fq.gz	mgv_votu_representatives.fna	0.9373	0.5186	98.10	3.000	NA-NA	HIGH	NA-NA	3	3.500	58/105	98.10	MGV-GENOME-0192240 OTU-75021
vir_species95/species95_2_R1.fq.gz	mgv_votu_representatives.fna	0.6686	2.3255	98.99	2.140	98.85-99.34	2.140	1.62-2.35	2	2.294	486/748	98.62	MGV-GENOME-0377508 OTU-41552
vir_species95/species95_2_R1.fq.gz	mgv_votu_representatives.fna	0.5920	0.4817	97.66	1.895	97.31-98.70	1.895	0.91-2.50	2	2.455	66/159	97.20	MGV-GENOME-0264018 OTU-03409
vir_species95/species95_2_R1.fq.gz	mgv_votu_representatives.fna	0.4347	0.3686	96.99	1.391	96.08-98.31	1.391	0.64-1.89	2	1.765	51/171	96.17	MGV-GENOME-0272653 OTU-42713
vir_species95/species95_2_R1.fq.gz	mgv_votu_representatives.fna	0.3515	0.2173	96.28	1.125	95.69-98.52	1.125	0.38-1.73	1	1.321	28/125	95.29	MGV-GENOME-0209970 OTU-53965
vir_species95/species95_2_R1.fq.gz	mgv_votu_representatives.fna	0.3492	1.0911	97.23	1.118	96.76-97.82	1.118	0.83-1.42	1	1.712	198/692	96.04	MGV-GENOME-0375882 OTU-02594
vir_species95/species95_2_R1.fq.gz	mgv_votu_representatives.fna	0.2822	0.5702	99.35	0.903	98.76-99.90	0.903	0.70-1.17	1	1.615	213/430	97.76	MGV-GENOME-0364175 OTU-13393
vir_species95/species95_2_R1.fq.gz	mgv_votu_representatives.fna	0.1562	0.1349	98.25	0.500	96.54-100.36	0.500	0.24-0.89	1	1.419	43/179	95.50	MGV-GENOME-0276598 OTU-33857
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	22.3417	17.5474	99.49	67.000	NA-NA	HIGH	NA-NA	67	67.000	129/151	99.49	MGV-GENOME-0228897 OTU-41580
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	18.0067	9.7895	99.12	54.000	NA-NA	HIGH	NA-NA	54	46.924	79/104	99.12	MGV-GENOME-0167981 OTU-22460
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	12.0045	9.1143	99.08	36.000	NA-NA	HIGH	NA-NA	36	32.691	97/129	99.08	MGV-GENOME-0222590 OTU-09228
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	9.0034	14.6388	97.08	27.000	NA-NA	HIGH	NA-NA	27	27.186	118/296	97.08	MGV-GENOME-0342922 OTU-40656
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	7.6695	5.2830	97.76	23.000	NA-NA	HIGH	NA-NA	23	19.393	61/123	97.76	MGV-GENOME-0205856 OTU-00998
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	4.6684	12.2778	97.21	14.000	NA-NA	HIGH	NA-NA	14	12.153	196/471	97.21	MGV-GENOME-0370602 OTU-30128
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	3.6680	2.3172	99.81	11.000	NA-NA	HIGH	NA-NA	11	11.343	99/105	99.81	MGV-GENOME-0192240 OTU-75021
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	3.0011	1.5328	99.62	9.000	NA-NA	HIGH	NA-NA	9	8.333	72/81	99.62	MGV-GENOME-0157763 OTU-26918
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	2.6677	3.0515	98.49	8.000	NA-NA	HIGH	NA-NA	8	8.226	124/199	98.49	MGV-GENOME-0305038 OTU-56548
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	2.0007	2.0363	96.99	6.000	NA-NA	HIGH	NA-NA	6	6.216	74/191	96.99	MGV-GENOME-0283483 OTU-25322
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	2.0007	7.1548	98.84	6.000	NA-NA	HIGH	NA-NA	6	6.371	455/653	98.84	MGV-GENOME-0375924 OTU-20582
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	1.3338	0.7564	98.46	4.000	NA-NA	HIGH	NA-NA	4	3.255	55/89	98.46	MGV-GENOME-0174914 OTU-06807
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	1.3338	0.8122	99.35	4.000	NA-NA	HIGH	NA-NA	4	4.647	102/125	99.35	MGV-GENOME-0186381 OTU-00058
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	1.3338	1.2913	96.88	4.000	NA-NA	HIGH	NA-NA	4	3.719	64/171	96.88	MGV-GENOME-0272653 OTU-42713
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	1.3338	2.0861	99.17	4.000	NA-NA	HIGH	NA-NA	4	4.688	221/286	99.17	MGV-GENOME-0340394 OTU-40533
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	1.3338	1.2446	98.50	4.000	NA-NA	HIGH	NA-NA	4	4.355	107/171	98.50	MGV-GENOME-0264970 OTU-36594
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	1.0004	0.3099	98.24	3.000	NA-NA	HIGH	NA-NA	3	2.600	30/52	98.24	MGV-GENOME-0068116 OTU-49294
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	1.0004	1.0860	96.14	3.000	NA-NA	HIGH	NA-NA	3	2.554	56/190	96.14	MGV-GENOME-0318433 OTU-01785
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	1.0004	4.1778	97.81	3.000	NA-NA	HIGH	NA-NA	3	2.842	385/764	97.81	MGV-GENOME-0378171 OTU-72344
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	0.6669	0.2045	97.32	2.000	NA-NA	LOW	NA-NA	2	1.818	22/51	97.32	MGV-GENOME-0066208 OTU-08705
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	0.5716	0.4035	96.62	1.714	95.98-98.34	1.714	0.56-1.87	2	1.892	37/125	96.15	MGV-GENOME-0209970 OTU-53965
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	0.4573	1.1291	97.22	1.371	96.63-97.84	1.371	0.97-1.71	2	1.732	142/449	96.35	MGV-GENOME-0368637 OTU-76326
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	0.4475	0.4673	98.83	1.342	98.14-100.11	1.342	0.63-1.95	2	2.247	97/186	97.92	MGV-GENOME-0288759 OTU-01984
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	0.4244	0.3135	96.43	1.273	95.42-98.37	1.273	0.56-2.67	2	1.969	32/126	95.68	MGV-GENOME-0217557 OTU-30753
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	0.3779	0.3455	99.75	1.133	99.17-100.52	1.133	0.77-1.56	1	1.586	111/174	98.56	MGV-GENOME-0260459 OTU-74153
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	0.2016	0.3533	97.05	0.605	96.02-98.47	0.605	0.35-0.89	1	1.113	62/313	94.91	MGV-GENOME-0347430 OTU-25771
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	0.1053	0.0870	99.34	0.316	NA-NA	0.316	NA-NA	1	1.886	35/135	95.74	MGV-GENOME-0237592 OTU-18007
vir_species95/species95_3_R1.fq.gz	mgv_votu_representatives.fna	0.0445	0.1886	98.64	0.133	96.62-100.22	0.133	0.09-0.24	1	1.076	66/780	92.34	MGV-GENOME-0378359 OTU-61807
vir_species95/species95_4_R1.fq.gz	mgv_votu_representatives.fna	29.4412	23.7850	99.70	62.000	NA-NA	HIGH	NA-NA	62	52.617	196/215	99.70	MGV-GENOME-0297878 OTU-09058
vir_species95/species95_4_R1.fq.gz	mgv_votu_representatives.fna	24.2178	27.9900	99.19	51.000	NA-NA	HIGH	NA-NA	51	36.941	222/286	99.19	MGV-GENOME-0340394 OTU-40533
vir_species95/species95_4_R1.fq.gz	mgv_votu_representatives.fna	10.9217	5.7328	97.24	23.000	NA-NA	HIGH	NA-NA	23	21.462	52/124	97.24	MGV-GENOME-0211075 OTU-48790
vir_species95/species95_4_R1.fq.gz	mgv_votu_representatives.fna	6.6480	17.5682	98.90	14.000	NA-NA	HIGH	NA-NA	14	12.948	464/653	98.90	MGV-GENOME-0375924 OTU-20582
vir_species95/species95_4_R1.fq.gz	mgv_votu_representatives.fna	5.2234	2.9306	99.28	11.000	NA-NA	HIGH	NA-NA	11	10.408	103/129	99.28	MGV-GENOME-0222590 OTU-09228
vir_species95/species95_4_R1.fq.gz	mgv_votu_representatives.fna	4.2737	1.9230	97.61	9.000	NA-NA	HIGH	NA-NA	9	7.847	59/125	97.61	MGV-GENOME-0186381 OTU-00058
vir_species95/species95_4_R1.fq.gz	mgv_votu_representatives.fna	3.7989	7.3830	97.44	8.000	NA-NA	HIGH	NA-NA	8	7.607	211/471	97.44	MGV-GENOME-0370602 OTU-30128
vir_species95/species95_4_R1.fq.gz	mgv_votu_representatives.fna	3.3240	2.2920	97.77	7.000	NA-NA	HIGH	NA-NA	7	6.153	85/171	97.77	MGV-GENOME-0264970 OTU-36594
vir_species95/species95_4_R1.fq.gz	mgv_votu_representatives.fna	2.8491	1.7723	96.34	6.000	NA-NA	HIGH	NA-NA	6	6.065	46/146	96.34	MGV-GENOME-0241820 OTU-01320
vir_species95/species95_4_R1.fq.gz	mgv_votu_representatives.fna	2.3743	1.5512	97.61	5.000	NA-NA	HIGH	NA-NA	5	4.922	77/163	97.61	MGV-GENOME-0253073 OTU-41374
vir_species95/species95_4_R1.fq.gz	mgv_votu_representatives.fna	1.8994	1.1598	99.00	4.000	NA-NA	HIGH	NA-NA	4	4.545	99/135	99.00	MGV-GENOME-0237592 OTU-18007
vir_species95/species95_4_R1.fq.gz	mgv_votu_representatives.fna	1.4246	0.6650	98.16	3.000	NA-NA	HIGH	NA-NA	3	2.695	59/105	98.16	MGV-GENOME-0192240 OTU-75021
vir_species95/species95_4_R1.fq.gz	mgv_votu_representatives.fna	0.8140	0.6221	98.22	1.714	97.57-99.01	1.714	1.06-2.54	2	2.293	92/193	97.64	MGV-GENOME-0286895 OTU-54538
vir_species95/species95_4_R1.fq.gz	mgv_votu_representatives.fna	0.6614	0.4732	100.00	1.393	99.75-100.70	1.393	0.98-1.80	2	2.029	136/171	99.26	MGV-GENOME-0272653 OTU-42713
vir_species95/species95_4_R1.fq.gz	mgv_votu_representatives.fna	0.5662	0.2896	100.00	1.192	99.34-100.88	1.192	0.77-1.82	2	1.733	105/148	98.90	MGV-GENOME-0206654 OTU-18064
vir_species95/species95_4_R1.fq.gz	mgv_votu_representatives.fna	0.4546	1.0917	97.95	0.957	97.46-98.55	0.957	0.77-1.18	1	1.482	193/582	96.50	MGV-GENOME-0374293 OTU-69908
vir_species95/species95_4_R1.fq.gz	mgv_votu_representatives.fna	0.3741	1.1728	98.48	0.788	97.88-99.05	0.788	0.60-0.95	1	1.561	269/780	96.62	MGV-GENOME-0378359 OTU-61807
vir_species95/species95_4_R1.fq.gz	mgv_votu_representatives.fna	0.2745	0.8091	98.33	0.578	97.66-99.14	0.578	0.39-0.76	1	1.306	180/669	95.85	MGV-GENOME-0377561 OTU-09533
vir_species95/species95_4_R1.fq.gz	mgv_votu_representatives.fna	0.2607	0.4444	99.07	0.549	98.21-100.14	0.549	0.36-0.75	1	1.309	139/430	96.42	MGV-GENOME-0364175 OTU-13393
vir_species95/species95_4_R1.fq.gz	mgv_votu_representatives.fna	0.1983	0.3441	99.38	0.418	98.48-100.69	0.418	0.25-0.57	1	1.195	113/391	96.07	MGV-GENOME-0365739 OTU-23576
vir_species95/species95_5_R1.fq.gz	mgv_votu_representatives.fna	19.4577	14.2060	99.38	43.000	NA-NA	HIGH	NA-NA	43	42.851	194/235	99.38	MGV-GENOME-0311078 OTU-00786
vir_species95/species95_5_R1.fq.gz	mgv_votu_representatives.fna	18.5527	8.6177	99.66	41.000	NA-NA	HIGH	NA-NA	41	33.974	116/129	99.66	MGV-GENOME-0222590 OTU-09228
vir_species95/species95_5_R1.fq.gz	mgv_votu_representatives.fna	18.5527	40.5902	98.65	41.000	NA-NA	HIGH	NA-NA	41	34.432	428/653	98.65	MGV-GENOME-0375924 OTU-20582
vir_species95/species95_5_R1.fq.gz	mgv_votu_representatives.fna	12.2176	6.9745	97.46	27.000	NA-NA	HIGH	NA-NA	27	21.922	77/171	97.46	MGV-GENOME-0264970 OTU-36594
vir_species95/species95_5_R1.fq.gz	mgv_votu_representatives.fna	7.2401	3.0733	99.56	16.000	NA-NA	HIGH	NA-NA	16	15.713	108/124	99.56	MGV-GENOME-0207091 OTU-29612
vir_species95/species95_5_R1.fq.gz	mgv_votu_representatives.fna	5.4301	5.4015	97.08	12.000	NA-NA	HIGH	NA-NA	12	10.203	118/296	97.08	MGV-GENOME-0342922 OTU-40656
vir_species95/species95_5_R1.fq.gz	mgv_votu_representatives.fna	4.5250	1.9070	98.20	10.000	NA-NA	HIGH	NA-NA	10	8.071	70/123	98.20	MGV-GENOME-0205856 OTU-00998
vir_species95/species95_5_R1.fq.gz	mgv_votu_representatives.fna	3.6200	9.2492	98.25	8.000	NA-NA	HIGH	NA-NA	8	7.665	442/764	98.25	MGV-GENOME-0378171 OTU-72344
vir_species95/species95_5_R1.fq.gz	mgv_votu_representatives.fna	1.8100	2.5546	98.50	4.000	NA-NA	HIGH	NA-NA	4	3.978	269/430	98.50	MGV-GENOME-0364175 OTU-13393
vir_species95/species95_5_R1.fq.gz	mgv_votu_representatives.fna	1.8100	1.0784	98.98	4.000	NA-NA	HIGH	NA-NA	4	3.853	129/177	98.98	MGV-GENOME-0276775 OTU-61176
