Genome	ERR2017435_1.fastq.gz Mean
GCF_003201875.1_genomic	0.16903436
GCA_000155435.1_genomic	0.23959085
GCA_900555195.1_genomic	0.09325698
GCA_003531585.1_genomic	1.299645
GCF_018362775.1_genomic	7.161492
GCA_000613465.1_genomic	1.9199373
GCF_900103425.1_genomic	0.36428273
GCF_900091655.1_genomic	5.396733
GCF_001280875.1_genomic	0.15586121
GCF_000233455.1_genomic	0.14997056
GCA_934845495.1_genomic	1.1496599
GCA_025148635.1_genomic	2.7826042
GCF_009677585.1_genomic	0.16260822
GCF_000155955.1_genomic	1.0614641
GCA_004554585.1_genomic	0.40127006
GCF_003438995.1_genomic	5.0001917
GCF_900128505.1_genomic	1.0037915
GCA_001312505.1_genomic	4.6319647
GCF_000196555.1_genomic	10.170596
GCF_001487165.1_genomic	0.5097475
GCA_025146135.1_genomic	0.8572019
GCA_003096535.1_genomic	0.81902707
GCF_000313565.1_genomic	0.13338034
GCF_003024685.1_genomic	1.8663961
GCF_008121495.1_genomic	0.5001606
GCA_944387035.1_genomic	0.12222904
GCF_003460605.1_genomic	0.57187784
GCF_000225345.1_genomic	6.7173047
GCA_900112995.1_genomic	16.48952
GCF_014287955.1_genomic	3.5889592
GCA_900765575.1_genomic	0.44862396
GCF_900142645.1_genomic	0.09501219
GCF_002234575.2_genomic	1.0699219
GCF_003363715.1_genomic	1.8823024
GCA_019420045.1_genomic	0.13132502
GCF_018847375.1_genomic	5.9124455
GCF_000478885.1_genomic	0.3254031
GCA_024460105.1_genomic	0.1476261
GCA_025144995.1_genomic	0.87399375
GCF_014297355.1_genomic	0.680448
GCF_900106845.1_genomic	0.0747656
GCF_000785515.1_genomic	0.41344535
GCA_025150245.1_genomic	2.6333308
GCF_003268275.1_genomic	0.11072335
GCA_019422065.1_genomic	0.07358044
GCA_900557165.1_genomic	0.07637927
GCF_024168045.1_genomic	1.1348189
GCF_001406815.1_genomic	11.735813
GCF_014384965.1_genomic	2.2070334
GCA_019410105.1_genomic	3.7052202
GCF_002159845.1_genomic	0.24137881
GCF_900129655.1_genomic	41.73346
GCA_018377375.1_genomic	0.12732477
GCF_001517625.2_genomic	1.2817471
GCA_900542375.1_genomic	0.92104554
GCF_000011065.1_genomic	10.122848
GCA_900541315.1_genomic	0.30267265
GCF_000701705.1_genomic	4.2909765
GCA_025147485.1_genomic	16.805996
GCA_000438255.1_genomic	0.087199874
GCA_003478355.1_genomic	1.3049065
GCF_020554845.1_genomic	0.9679733
GCF_900186615.1_genomic	1.8528214
GCA_000752675.2_genomic	0.38060898
GCF_000154285.1_genomic	0.18701784
GCA_003507655.1_genomic	0.09454525
GCA_900542115.1_genomic	0.42908785
GCF_900637705.1_genomic	0.08805971
GCF_003479425.1_genomic	0.95547795
GCF_003467125.1_genomic	3.5272424
GCF_003402575.1_genomic	4.7820497
GCF_000210075.1_genomic	17.187315
GCF_000153925.1_genomic	10.219362
GCF_003473545.1_genomic	1.5879111
GCF_003628755.1_genomic	0.15628521
GCA_003478935.1_genomic	0.41123208
GCA_900538475.1_genomic	1.1444803
GCA_001028025.1_genomic	0.13679695
GCA_902363135.1_genomic	0.24531017
GCF_003434055.1_genomic	0.36583593
GCF_019597925.1_genomic	1.0169933
GCA_003460745.1_genomic	1.1128845
GCF_012317185.1_genomic	0.16286941
GCF_000949455.1_genomic	0.65968484
GCA_000434335.1_genomic	12.325682
GCF_013009555.1_genomic	75.90652
GCA_003584705.1_genomic	1.6452714
GCA_018223375.1_genomic	0.86553913
GCF_003461625.1_genomic	6.408056
GCF_000025985.1_genomic	17.662634
GCA_900540595.1_genomic	16.164665
GCF_000174195.1_genomic	5.703314
GCF_003269275.1_genomic	10.849479
GCF_003461245.1_genomic	0.5338708
GCF_020687245.1_genomic	6.0288434
GCA_900538545.1_genomic	0.06727385
GCF_900104615.1_genomic	0.62518275
GCA_934717555.1_genomic	0.148789
GCF_003460505.1_genomic	0.60019517
GCF_900148495.1_genomic	2.0905113
GCF_000417505.1_genomic	12.010792
GCF_000012825.1_genomic	78.532455
