Genome	ERR479206_1.fastq.gz Mean
GCA_025150245.1_genomic	4.024021
GCF_900461125.1_genomic	0.16622612
GCF_014337215.1_genomic	0.10095418
GCA_003150615.1_genomic	0.18100916
GCA_000434235.1_genomic	14.182381
GCF_900099625.1_genomic	5.3793616
GCA_000435475.1_genomic	1.2356945
GCA_900319575.1_genomic	0.9908424
GCF_001406815.1_genomic	1.8336058
GCF_003865035.1_genomic	1.2517977
GCA_900545515.1_genomic	0.9140463
GCA_018712885.1_genomic	0.101658426
GCA_019410105.1_genomic	0.49588066
GCF_900120005.1_genomic	0.34228987
GCF_002370355.1_genomic	0.39170367
GCA_900549105.1_genomic	0.84562165
GCF_000210055.1_genomic	0.16374056
GCF_003435815.1_genomic	0.65437055
GCF_900186585.1_genomic	0.20055674
GCF_001314995.1_genomic	1.7092105
GCA_019411365.1_genomic	4.7690115
GCA_001305115.1_genomic	0.9004733
GCA_003481005.1_genomic	1.5998825
GCA_000432915.1_genomic	0.36980975
GCA_025149125.1_genomic	0.11403798
GCF_000173975.1_genomic	6.7999496
GCF_003479605.1_genomic	3.7545714
GCF_000011065.1_genomic	1.3894314
GCA_900541315.1_genomic	0.72767335
GCF_000969835.1_genomic	0.23552005
GCF_000701705.1_genomic	0.9382791
GCA_900754605.1_genomic	0.73354435
GCA_025147485.1_genomic	12.952363
GCF_020554845.1_genomic	2.2798307
GCF_009680455.1_genomic	1.5828519
GCA_025151215.1_genomic	1.8247708
GCA_025150425.1_genomic	12.602475
GCF_000154285.1_genomic	0.3773032
GCA_003507655.1_genomic	0.20405081
GCA_900546885.1_genomic	0.21603523
GCA_000980495.1_genomic	3.0649183
GCF_000014445.1_genomic	0.09098259
GCA_900549885.1_genomic	0.13587856
GCA_021769545.1_genomic	0.11897147
GCA_025145845.1_genomic	1.0613993
GCA_900545135.1_genomic	3.5101373
GCA_904393115.1_genomic	0.2867896
GCF_900142015.1_genomic	0.37012497
GCA_900757485.1_genomic	0.3221847
GCA_900546485.1_genomic	1.3157758
GCA_000435555.1_genomic	7.613017
GCA_905206455.1_genomic	0.27491397
GCF_017811815.1_genomic	0.4872185
GCF_003024715.1_genomic	1.9419541
GCA_944387015.1_genomic	0.21074447
GCF_003477705.1_genomic	0.8454014
GCA_014385025.1_genomic	0.63971853
GCA_003150225.1_genomic	0.058929104
GCA_902362865.1_genomic	1.5817909
GCF_006542665.1_genomic	0.5322385
GCA_900539695.1_genomic	0.19296503
GCA_944384845.1_genomic	0.28432727
GCF_000210075.1_genomic	4.0452275
GCA_944383465.1_genomic	0.17353714
GCF_000153925.1_genomic	12.96272
GCF_000148585.2_genomic	0.075206034
GCA_944386835.1_genomic	0.03108151
GCA_018716505.1_genomic	0.06493594
GCA_944381515.1_genomic	0.03663472
GCF_000154465.1_genomic	7.162064
GCF_003434055.1_genomic	0.1788983
GCA_003460745.1_genomic	1.0305116
GCF_000949455.1_genomic	0.5832733
GCF_013009555.1_genomic	3.6210084
GCA_003584705.1_genomic	6.519303
GCF_009696065.1_genomic	3.1188674
GCF_000025985.1_genomic	0.845335
GCF_000174195.1_genomic	4.401563
GCA_900544295.1_genomic	0.5666024
GCF_010509575.1_genomic	10.154624
GCA_000433735.1_genomic	0.0840662
GCA_025152405.1_genomic	5.5394006
GCA_000435715.1_genomic	0.39061067
GCF_020687245.1_genomic	2.1475964
GCF_002222615.2_genomic	4.6025496
GCA_900540045.1_genomic	0.67752284
GCF_900104615.1_genomic	0.12367903
GCA_934717555.1_genomic	0.18518399
GCA_003343885.1_genomic	0.32564852
GCA_904420065.1_genomic	0.049056336
GCF_003464165.1_genomic	1.997398
GCA_905205065.1_genomic	0.25046209
GCA_018716525.1_genomic	0.1978643
GCA_001487125.1_genomic	0.1025974
GCA_934615645.1_genomic	0.19979466
GCF_000507765.1_genomic	0.25439206
GCA_900550625.1_genomic	0.26257628
GCA_000435395.1_genomic	0.4231505
GCF_000012825.1_genomic	12.736079
