Genome	ERR479104_1.fastq.gz Mean
GCF_000196555.1_genomic	1.7922201
GCA_934255545.1_genomic	0.17876942
GCA_003096535.1_genomic	0.9514798
GCF_003024685.1_genomic	0.3773302
GCA_000434555.1_genomic	0.79347336
GCF_003460605.1_genomic	0.4956057
GCF_000225345.1_genomic	0.6733666
GCA_003522145.1_genomic	0.13864796
GCA_000431135.1_genomic	6.054471
GCF_002834225.1_genomic	4.509472
GCA_900753285.1_genomic	0.13549748
GCA_003534295.1_genomic	0.5610788
GCA_934526065.1_genomic	0.26906118
GCA_025149785.1_genomic	2.0948825
GCF_014287955.1_genomic	1.4957045
GCA_000437355.1_genomic	0.108914554
GCA_003525905.1_genomic	0.13867545
GCF_009193325.2_genomic	0.4010432
GCA_000431315.1_genomic	0.054821406
GCA_000434175.1_genomic	0.19645034
GCA_025146565.1_genomic	1.5307384
GCA_000436115.1_genomic	0.06857843
GCA_900545815.1_genomic	0.30759746
GCA_944326245.1_genomic	4.9196773
GCA_000437255.1_genomic	3.4166617
GCA_900539945.1_genomic	0.89362556
GCA_021029595.1_genomic	1.177571
GCF_003479405.1_genomic	0.42305312
GCA_002431945.1_genomic	0.16478275
GCA_900552725.1_genomic	0.42883813
GCA_904419775.1_genomic	0.051393878
GCA_003486385.1_genomic	1.173383
GCA_900549725.1_genomic	0.0703635
GCA_003539625.1_genomic	0.10854175
GCF_900079775.1_genomic	1.8557162
GCF_013304735.1_genomic	0.44859824
GCF_020687205.1_genomic	1.3412234
GCA_000434635.1_genomic	1.802497
GCA_003447295.1_genomic	1.4486388
GCA_900547155.1_genomic	0.07776518
GCF_000765235.1_genomic	0.84941334
GCA_900551355.1_genomic	0.20325878
GCA_934322085.1_genomic	2.4221644
GCA_000434215.1_genomic	0.56360644
GCA_900545715.1_genomic	0.09923254
GCF_003474435.1_genomic	0.630454
GCA_900552525.1_genomic	0.27550733
GCA_000434835.1_genomic	0.43720645
GCA_000435055.1_genomic	0.36016968
GCA_003343845.1_genomic	0.0998831
GCF_900106845.1_genomic	0.3396181
GCF_023347255.1_genomic	2.8830056
GCF_000469305.1_genomic	1.9857646
GCA_025150245.1_genomic	0.81170046
GCF_023347235.1_genomic	2.014797
GCA_025146925.1_genomic	1.4320455
GCA_900767815.1_genomic	0.1706378
GCF_014337215.1_genomic	0.10156488
GCA_900548145.1_genomic	0.05392649
GCA_000433355.1_genomic	10.486037
GCA_020687485.1_genomic	0.7599188
GCF_900099625.1_genomic	0.20577075
GCA_900557165.1_genomic	0.56061304
GCA_000753455.2_genomic	0.21133831
GCF_024168045.1_genomic	1.0127864
GCF_001406815.1_genomic	2.1669772
GCA_934162255.1_genomic	0.12543081
GCA_025148445.1_genomic	38.92395
GCF_014384965.1_genomic	0.53723496
GCA_902362365.1_genomic	0.61072546
GCA_900542395.1_genomic	0.26190388
GCA_900545515.1_genomic	0.19316794
GCA_900542445.1_genomic	0.26960292
GCA_018712885.1_genomic	0.080332614
GCA_018712955.1_genomic	0.09544348
GCA_900549865.1_genomic	1.4392891
GCF_002159845.1_genomic	0.2887442
GCF_013304385.1_genomic	1.1976005
GCA_000437915.1_genomic	0.23198168
GCA_900545925.1_genomic	0.71002525
GCA_900546295.1_genomic	0.16073468
GCA_000438155.1_genomic	1.352378
GCA_018228685.1_genomic	0.6053733
GCF_003435815.1_genomic	0.28079966
GCA_900544685.1_genomic	0.18878995
GCF_001314995.1_genomic	0.27296314
GCA_900555075.1_genomic	0.064265184
GCA_003481005.1_genomic	1.5728838
GCA_905214955.1_genomic	0.16874756
GCA_944375715.1_genomic	0.060789473
GCA_000432915.1_genomic	1.4680046
GCF_000173975.1_genomic	1.0759894
GCA_934539585.1_genomic	0.12815386
GCF_003479605.1_genomic	0.54435456
GCF_000011065.1_genomic	0.13409753
GCA_900541315.1_genomic	0.20461582
GCA_000437315.1_genomic	0.25652337
GCA_934130935.1_genomic	0.15379304
GCF_000701705.1_genomic	0.077319264
GCA_025147485.1_genomic	2.502372
GCF_013046825.1_genomic	0.20105302
GCA_003478355.1_genomic	0.715339
GCF_020554845.1_genomic	2.3010685
GCF_009680455.1_genomic	0.9907829
GCA_025151215.1_genomic	0.33510542
GCA_900551915.1_genomic	0.113081545
GCF_014297285.1_genomic	0.8057019
GCA_900767495.1_genomic	0.058617715
GCA_900542615.1_genomic	0.100966595
GCA_900547455.1_genomic	0.09916236
GCA_001414325.1_genomic	0.8552541
GCA_000433115.1_genomic	0.23757435
GCA_003507655.1_genomic	2.794167
GCA_001916005.1_genomic	0.3057789
GCF_000808015.1_genomic	0.11622237
GCA_934292725.1_genomic	0.48657915
GCA_000980495.1_genomic	0.37629667
GCF_000468015.1_genomic	1.0452895
GCA_025145845.1_genomic	0.28571445
GCF_002874775.1_genomic	0.7486773
GCA_000433675.1_genomic	0.12793224
GCA_900554225.1_genomic	0.060862694
GCA_000435555.1_genomic	0.7144252
GCF_014306095.1_genomic	0.15552884
GCA_944389555.1_genomic	0.22563304
GCF_003024715.1_genomic	0.45403576
GCA_944387015.1_genomic	0.1290822
GCF_019734195.1_genomic	0.74776644
GCF_003477705.1_genomic	0.33655158
GCA_902362865.1_genomic	0.445283
GCA_900539695.1_genomic	0.61168486
GCA_934141575.1_genomic	0.12717621
GCA_900551615.1_genomic	0.092760436
GCA_000432575.1_genomic	0.22584374
GCA_900546065.1_genomic	0.2845793
GCF_000210075.1_genomic	0.31610015
GCF_000153925.1_genomic	0.18219745
GCF_003473545.1_genomic	0.3541391
GCA_003478935.1_genomic	0.76442987
GCA_900543105.1_genomic	3.0997465
GCA_900547475.1_genomic	0.33252463
GCA_900549055.1_genomic	0.31019047
GCA_905200545.1_genomic	0.14291576
GCF_000154465.1_genomic	0.7301126
GCA_004557245.1_genomic	0.61902267
GCA_900754495.1_genomic	0.4315694
GCA_934100165.1_genomic	0.22519037
GCA_001917135.1_genomic	1.2156113
GCA_003522945.1_genomic	0.210505
GCA_902363135.1_genomic	0.42697296
GCA_900550635.1_genomic	0.84197825
GCA_900554275.1_genomic	0.15993275
GCF_015667935.1_genomic	0.42900398
GCA_900546415.1_genomic	0.17636587
GCA_001940855.1_genomic	0.36720923
GCA_905193085.1_genomic	0.24738976
GCA_003150355.1_genomic	0.34652984
GCA_022009995.1_genomic	0.82936484
GCA_003460745.1_genomic	0.8015015
GCA_934597255.1_genomic	0.07955452
GCA_900551245.1_genomic	0.031538084
GCA_018223435.1_genomic	0.46503723
GCF_013009555.1_genomic	4.729684
GCA_003584705.1_genomic	4.898154
GCF_009696065.1_genomic	1.1465957
GCA_900551415.1_genomic	0.26666486
GCF_003461625.1_genomic	2.4457633
GCA_900553225.1_genomic	0.38593882
GCF_000174195.1_genomic	3.418436
GCA_900557505.1_genomic	0.69205093
GCF_010509575.1_genomic	1.3523567
GCA_900760345.1_genomic	0.12799233
GCA_000434775.1_genomic	0.8693913
GCA_900066355.1_genomic	0.7102883
GCA_000437395.1_genomic	0.07175431
GCA_904384225.1_genomic	0.054545004
GCA_000433735.1_genomic	0.08806691
GCA_025152405.1_genomic	0.40317327
GCA_900540255.1_genomic	0.73007685
GCA_000285855.2_genomic	0.34545848
GCA_905209435.1_genomic	0.60515183
GCA_900554855.1_genomic	0.2087792
GCF_020687245.1_genomic	3.687074
GCF_002222615.2_genomic	0.77476346
GCA_900554635.1_genomic	0.14902565
GCF_014337155.1_genomic	0.6457694
GCF_020564355.1_genomic	1.0550842
GCA_905193765.1_genomic	0.054590143
GCA_900550625.1_genomic	0.18371469
GCA_000435395.1_genomic	0.15257153
GCA_900547165.1_genomic	0.06587901
GCF_000012825.1_genomic	3.160585
GCA_019119045.1_genomic	0.051442802
