Genome	ERR209458_1.fastq.gz Mean
GCA_025150245.1_genomic	2.404246
GCA_944385705.1_genomic	0.10219161
GCA_000433755.1_genomic	14.029865
GCA_000436075.1_genomic	0.2331832
GCA_019422065.1_genomic	0.19503959
GCA_900547725.1_genomic	0.44232658
GCA_000438175.1_genomic	0.33033234
GCA_905213875.1_genomic	0.45848474
GCF_001406815.1_genomic	25.089024
GCF_003865035.1_genomic	1.9267974
GCA_902362725.1_genomic	0.87029517
GCA_944363835.1_genomic	0.17117615
GCA_905203195.1_genomic	0.6223417
GCA_900553045.1_genomic	0.22376321
GCF_003315195.1_genomic	2.9907348
GCA_900545515.1_genomic	0.18637805
GCA_000435175.1_genomic	0.78388095
GCF_002159845.1_genomic	0.55380875
GCF_013304385.1_genomic	1.0975504
GCA_000437915.1_genomic	0.49413463
GCA_900545925.1_genomic	0.6334591
GCA_000438155.1_genomic	0.49693224
GCF_001314995.1_genomic	1.3522027
GCA_003481005.1_genomic	3.8975873
GCA_944375715.1_genomic	0.19752136
GCA_000432915.1_genomic	2.7253623
GCF_000173975.1_genomic	2.2957823
GCA_934525675.1_genomic	0.08973001
GCA_900542375.1_genomic	0.45408922
GCF_003479605.1_genomic	9.111215
GCF_000011065.1_genomic	2.140535
GCA_900541315.1_genomic	0.786279
GCF_000701705.1_genomic	0.29741007
GCA_000437215.1_genomic	20.301432
GCA_025147485.1_genomic	9.552179
GCA_003478355.1_genomic	1.2190576
GCF_020554845.1_genomic	0.6454035
GCA_934402125.1_genomic	0.22899707
GCF_009680455.1_genomic	17.05318
GCA_944377425.1_genomic	0.09691618
GCA_025151215.1_genomic	3.7717516
GCA_900551915.1_genomic	0.94559467
GCA_904419525.1_genomic	0.03693288
GCA_025150425.1_genomic	19.61096
GCA_900547455.1_genomic	0.39794093
GCA_904424815.1_genomic	1.0395657
GCF_003480315.1_genomic	0.91722643
GCA_003507655.1_genomic	1.4222519
GCA_001916005.1_genomic	2.2295585
GCA_900554725.1_genomic	0.1500184
GCA_025145845.1_genomic	1.303985
GCA_905215145.1_genomic	32.47886
GCA_900757485.1_genomic	0.17650901
GCA_944386185.1_genomic	0.096235424
GCA_900542115.1_genomic	0.42646337
GCA_905188085.1_genomic	0.47190347
GCA_000435555.1_genomic	1.3531208
GCF_014306095.1_genomic	0.24972251
GCF_003024715.1_genomic	4.10638
GCA_003343625.1_genomic	0.07383786
GCF_003477705.1_genomic	0.9978883
GCA_944324045.1_genomic	0.050877966
GCA_000435615.1_genomic	1.1940691
GCA_003150225.1_genomic	0.14594002
GCA_902362865.1_genomic	1.6280289
GCA_003539495.1_genomic	1.1445802
GCF_014287635.1_genomic	1.7200245
GCA_900546065.1_genomic	2.2362082
GCF_000210075.1_genomic	2.164724
GCA_944383465.1_genomic	0.5390909
GCF_000153925.1_genomic	2.5690348
GCF_023744375.1_genomic	7.588513
GCF_003473545.1_genomic	1.5033517
GCA_003478935.1_genomic	1.1213229
GCA_004556155.1_genomic	0.11012445
GCA_944321825.1_genomic	157.71487
GCA_900544445.1_genomic	0.12762314
GCA_944386835.1_genomic	0.10593541
GCA_900556695.1_genomic	0.34607768
GCA_018223365.1_genomic	1.6084632
GCA_944381515.1_genomic	0.17419265
GCA_900549055.1_genomic	1.4649584
GCA_002338895.1_genomic	0.06930432
GCF_009738225.1_genomic	0.10085725
GCF_000154465.1_genomic	7.3803024
GCA_004557245.1_genomic	2.4390337
GCA_001917135.1_genomic	3.6001308
GCA_902363135.1_genomic	0.693707
GCF_014647335.1_genomic	1.7506928
GCA_904378045.1_genomic	0.84885335
GCA_916988195.3_genomic	1.1352853
GCA_001940855.1_genomic	0.9581249
GCA_905193085.1_genomic	0.3469533
GCA_902363825.1_genomic	1.85946
GCA_003460745.1_genomic	1.4501858
GCA_018223435.1_genomic	1.1474574
GCF_013009555.1_genomic	26.704554
GCA_003584705.1_genomic	2.5310884
GCF_009696065.1_genomic	3.7111685
GCA_900551415.1_genomic	0.4481169
GCF_003324185.1_genomic	2.3486824
GCF_000025985.1_genomic	2.2231154
GCA_900760095.1_genomic	1.2241813
GCA_900547315.1_genomic	0.5350426
GCF_000174195.1_genomic	6.5483203
GCA_001916035.1_genomic	0.4071601
GCF_010509575.1_genomic	3.6863773
GCA_003149915.1_genomic	3.7951944
GCA_000431515.1_genomic	2.5112443
GCA_025152405.1_genomic	0.7001582
GCF_014384805.1_genomic	0.2187995
GCF_020687245.1_genomic	1.9454808
GCA_018713185.1_genomic	0.5049631
GCA_019118705.1_genomic	0.16668916
GCF_002222615.2_genomic	2.9642317
GCA_900544385.1_genomic	0.88135284
GCA_900542935.1_genomic	0.15331362
GCA_934717555.1_genomic	0.11770018
GCA_900546275.1_genomic	12.206504
GCF_020564355.1_genomic	2.7180247
GCF_003460505.1_genomic	0.659547
GCF_003464165.1_genomic	8.717997
GCA_905205065.1_genomic	0.3719871
GCA_900551525.1_genomic	0.30065334
GCF_009695995.1_genomic	3.4218209
GCF_001404675.1_genomic	32.444496
GCA_900547165.1_genomic	0.6381994
GCA_900547385.1_genomic	1.105831
GCF_000012825.1_genomic	12.447051
