Sample_file	Genome_file	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/196/135/GCF_000196135.1_genomic.fna.gz	99.99	1.293	99.92-100.07	1.293	1.23-1.35	2	1.837	6637/9066	99.00	NC_005090.1 Wolinella succinogenes DSM 1740, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/017/945/GCF_000017945.1_genomic.fna.gz	99.99	2.196	99.95-100.05	2.196	2.05-2.30	2	2.540	5074/5692	99.63	NC_009776.1 Ignicoccus hospitalis KIN4/I, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/009/705/GCF_000009705.1_genomic.fna.gz	99.99	1.472	99.95-100.03	1.472	1.43-1.51	2	2.396	23650/30485	99.18	NC_003272.1 Nostoc sp. PCC 7120 = FACHB-418, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/020/465/GCF_000020465.1_genomic.fna.gz	99.98	6.000	NA-NA	HIGH	NA-NA	6	6.126	11340/11393	99.98	NC_010803.1 Chlorobium limicola DSM 245, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/900/167/395/GCF_900167395.1_genomic.fna.gz	99.98	9.000	NA-NA	HIGH	NA-NA	9	9.636	11651/11710	99.98	NZ_FUWK01000085.1 Nitrosomonas europaea strain ATCC 25978, whole genome shotgun sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/156/375/GCF_000156375.1_genomic.fna.gz	99.98	1.558	99.93-100.04	1.558	1.50-1.61	2	2.044	9617/12133	99.25	NZ_DS996397.1 Desulfovibrio piger ATCC 29098 Scfld442, whole genome shotgun sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/007/185/GCF_000007185.1_genomic.fna.gz	99.98	1.206	99.90-100.07	1.206	1.14-1.26	1	1.783	5223/7420	98.87	NC_003551.1 Methanopyrus kandleri AV19, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/010/505/GCF_000010505.1_genomic.fna.gz	99.98	5.000	NA-NA	HIGH	NA-NA	5	5.385	9235/9305	99.98	NC_010729.1 Porphyromonas gingivalis ATCC 33277, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCA/000/018/565/GCA_000018565.1_genomic.fna.gz	99.97	5.000	NA-NA	HIGH	NA-NA	5	5.291	28081/28302	99.97	CP000875.1 Herpetosiphon aurantiacus DSM 785, complete genome
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/018/865/GCF_000018865.1_genomic.fna.gz	99.97	1.363	99.92-100.02	1.363	1.33-1.40	2	1.878	16458/22107	99.05	NC_010175.1 Chloroflexus aurantiacus J-10-fl, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/008/665/GCF_000008665.1_genomic.fna.gz	99.96	1.138	99.89-100.04	1.138	1.09-1.19	1	1.695	6328/9304	98.76	NC_000917.1 Archaeoglobus fulgidus DSM 4304, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/015/805/GCF_000015805.1_genomic.fna.gz	99.96	1.500	99.90-100.04	1.500	1.42-1.56	2	1.985	6675/8605	99.18	NC_009073.1 Pyrobaculum calidifontis JCM 11548, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/025/665/GCF_000025665.1_genomic.fna.gz	99.96	0.057	98.34-101.77	0.057	0.03-0.10	1	1.052	362/6467	91.12	NC_013926.1 Aciduliprofundum boonei T469, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/012/825/GCF_000012825.1_genomic.fna.gz	99.96	1.201	99.91-100.00	1.201	1.18-1.23	1	1.750	14755/21133	98.85	NC_009614.1 Phocaeicola vulgatus ATCC 8482, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/196/115/GCF_000196115.1_genomic.fna.gz	99.95	4.000	NA-NA	HIGH	NA-NA	4	4.495	29869/30348	99.95	NC_005027.1 Rhodopirellula baltica SH 1, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCA/000/007/325/GCA_000007325.1_genomic.fna.gz	99.95	4.000	NA-NA	HIGH	NA-NA	4	4.489	8921/9067	99.95	AE009951.2 Fusobacterium nucleatum subsp. nucleatum ATCC 25586, complete genome
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/015/125/GCF_000015125.1_genomic.fna.gz	99.94	2.471	99.91-99.98	2.471	2.36-2.55	2	2.762	11501/12718	99.68	NC_008639.1 Chlorobium phaeobacteroides DSM 266, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/015/865/GCF_000015865.1_genomic.fna.gz	99.93	0.813	99.83-100.03	0.813	0.78-0.85	1	1.476	8689/15718	98.11	NC_009012.1 Acetivibrio thermocellus ATCC 27405, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/020/225/GCF_000020225.1_genomic.fna.gz	99.92	1.665	99.86-99.99	1.665	1.59-1.74	2	2.018	9113/11412	99.28	NC_010655.1 Akkermansia muciniphila ATCC BAA-835, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/022/325/GCF_000022325.1_genomic.fna.gz	99.92	1.030	99.85-100.02	1.030	0.98-1.08	1	1.505	7763/11857	98.64	NC_012034.1 Caldicellulosiruptor bescii DSM 6725, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/008/185/GCF_000008185.1_genomic.fna.gz	99.91	1.337	99.86-99.96	1.337	1.29-1.38	2	1.817	8874/12251	98.97	NC_002967.9 Treponema denticola ATCC 35405, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/007/985/GCF_000007985.2_genomic.fna.gz	99.89	0.842	99.81-99.97	0.842	0.81-0.87	1	1.482	9195/16461	98.14	NC_002939.5 Geobacter sulfurreducens PCA, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/008/565/GCF_000008565.1_genomic.fna.gz	99.89	0.473	99.73-100.07	0.473	0.44-0.50	1	1.287	5124/13818	96.85	NC_001263.1 Deinococcus radiodurans R1 chromosome 1, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/013/645/GCF_000013645.1_genomic.fna.gz	99.86	0.818	99.80-99.92	0.818	0.80-0.84	1	1.490	22460/41361	98.05	NC_007951.1 Paraburkholderia xenovorans LB400 chromosome 1, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/016/125/GCF_000016125.1_genomic.fna.gz	99.86	3.000	NA-NA	HIGH	NA-NA	3	3.383	7192/7519	99.86	NC_009135.1 Methanococcus maripaludis C5, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/022/565/GCF_000022565.1_genomic.fna.gz	99.80	0.670	99.69-99.91	0.670	0.64-0.71	1	1.382	8269/17757	97.56	NC_012483.1 Acidobacterium capsulatum ATCC 51196, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/016/065/GCF_000016065.1_genomic.fna.gz	99.78	0.798	99.70-99.87	0.798	0.76-0.83	1	1.486	10168/19501	97.92	NC_009092.1 Shewanella loihica PV-4, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCA/000/008/085/GCA_000008085.1_genomic.fna.gz	99.78	4.000	NA-NA	HIGH	NA-NA	4	4.218	2055/2201	99.78	AE017199.1 Nanoarchaeum equitans Kin4-M chromosome, complete genome
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/001/481/685/GCF_001481685.1_genomic.fna.gz	99.77	3.000	NA-NA	HIGH	NA-NA	3	2.931	5577/5983	99.77	NZ_CP006867.1 Ignicoccus islandicus DSM 13165 chromosome, complete genome
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/011/065/GCF_000011065.1_genomic.fna.gz	99.77	0.539	99.69-99.88	0.539	0.51-0.56	1	1.301	10565/26733	97.05	NC_004663.1 Bacteroides thetaiotaomicron VPI-5482, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/006/985/GCF_000006985.1_genomic.fna.gz	99.76	3.000	NA-NA	HIGH	NA-NA	3	2.906	8524/9193	99.76	NC_002932.3 Chlorobaculum tepidum TLS, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/007/225/GCF_000007225.1_genomic.fna.gz	99.75	0.231	99.42-100.13	0.231	0.20-0.26	1	1.119	1821/9340	94.86	NC_003364.1 Pyrobaculum aerophilum str. IM2, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCA/003/510/745/GCA_003510745.1_genomic.fna.gz	99.75	1.241	99.66-99.84	1.241	1.18-1.30	2	1.772	4488/6731	98.70	DOKW01000009.1 MAG TPA_asm: Sulfurihydrogenibium sp. isolate UBA8851 contig_10540, whole genome shotgun sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/010/425/GCF_000010425.1_genomic.fna.gz	99.68	0.051	98.29-101.37	0.051	0.03-0.08	1	1.029	407/8919	90.52	NC_008618.1 Bifidobacterium adolescentis ATCC 15703, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/021/645/GCF_000021645.1_genomic.fna.gz	99.61	0.355	99.34-99.89	0.355	0.32-0.38	1	1.193	2109/7811	95.86	NC_011661.1 Dictyoglomus turgidum DSM 6724, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/016/425/GCF_000016425.1_genomic.fna.gz	99.60	0.386	99.47-99.77	0.386	0.36-0.40	1	1.228	6317/21909	96.07	NC_009380.1 Salinispora tropica CNB-440, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/011/205/GCF_000011205.1_genomic.fna.gz	99.52	0.200	99.06-99.96	0.200	0.17-0.22	1	1.107	1809/11373	94.24	NC_003106.2 Sulfurisphaera tokodaii str. 7, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/021/282/585/GCF_021282585.1_genomic.fna.gz	99.51	1.898	99.47-99.54	1.898	1.84-1.94	2	2.333	20162/27430	99.01	NZ_JAJSPR010000100.1 Pseudomonas alloputida strain NMI2441_06 NODE_100_length_3132_cov_481.337, whole genome shotgun sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/007/305/GCF_000007305.1_genomic.fna.gz	99.42	0.218	99.06-99.94	0.218	0.19-0.24	1	1.311	1364/8127	94.41	NC_003413.1 Pyrococcus furiosus DSM 3638, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/008/124/605/GCF_008124605.1_genomic.fna.gz	99.18	4.000	NA-NA	HIGH	NA-NA	4	4.492	7745/10007	99.18	NZ_VRYN01000001.1 Halobacterium salinarum DSM 3754 Ga0061114_scaffold00001.1, whole genome shotgun sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/308/215/GCF_000308215.1_genomic.fna.gz	99.10	0.125	98.46-99.66	0.125	0.10-0.15	1	1.074	1028/11312	92.56	NZ_CAJE01000026.1 Methanomassiliicoccus luminyensis B10, whole genome shotgun sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/306/945/GCF_000306945.1_genomic.fna.gz	98.85	0.281	98.63-99.13	0.281	0.25-0.30	1	1.148	2815/16129	94.52	NC_018518.1 Bordetella pertussis 18323, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/003/968/655/GCF_003968655.1_genomic.fna.gz	98.79	6.000	NA-NA	HIGH	NA-NA	6	5.900	6077/8851	98.79	NZ_RXYK01000010.1 Chlorobium phaeovibrioides strain BrKhr17 NODE_10_length_80169_cov_14.7459, whole genome shotgun sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/900/638/555/GCF_900638555.1_genomic.fna.gz	98.76	0.045	96.91-100.85	0.045	0.02-0.08	1	1.066	273/8878	89.38	NZ_LR134525.1 Neisseria meningitidis strain NCTC10025 chromosome 1, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/019/785/GCF_000019785.1_genomic.fna.gz	98.68	0.132	98.09-99.21	0.132	0.11-0.15	1	1.077	1737/20725	92.31	NC_010524.1 Leptothrix cholodnii SP-6, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/002/799/245/GCF_002799245.1_genomic.fna.gz	98.65	0.080	97.84-99.65	0.080	0.06-0.10	1	1.060	1068/20624	90.89	NZ_NEQV01000001.1 Stenotrophomonas maltophilia strain EA1 Contig_1_consensus_ctg_5_15_2, whole genome shotgun sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/007/345/GCF_000007345.1_genomic.fna.gz	98.62	0.045	97.43-100.15	0.045	0.03-0.06	1	1.022	678/23083	89.24	NC_003552.1 Methanosarcina acetivorans C2A, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/392/875/GCF_000392875.1_genomic.fna.gz	98.61	0.300	98.33-98.99	0.300	0.26-0.33	1	1.169	2098/12252	94.47	NZ_KB944588.1 Enterococcus faecalis ATCC 19433 acAqW-supercont1.1, whole genome shotgun sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/006/716/065/GCF_006716065.1_genomic.fna.gz	98.56	0.575	98.42-98.72	0.575	0.55-0.60	1	1.340	6845/24128	96.02	NZ_VFOL01000001.1 Salinispora arenicola strain DSM 44819 Ga0264271_11, whole genome shotgun sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/001/645/105/GCF_001645105.1_genomic.fna.gz	98.48	2.157	98.45-98.52	2.157	2.08-2.23	2	2.490	15693/28352	98.11	NZ_LKEG01000001.1 Pseudomonas marginalis strain ICMP 3553 C1001, whole genome shotgun sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/011/965/GCF_000011965.2_genomic.fna.gz	98.42	0.116	97.73-99.02	0.116	0.09-0.14	1	1.059	1357/19921	91.70	NC_003911.12 Ruegeria pomeroyi DSS-3, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/900/456/975/GCF_900456975.1_genomic.fna.gz	98.40	5.000	NA-NA	HIGH	NA-NA	5	4.956	13275/21877	98.40	NZ_UGYM01000002.1 Shewanella baltica strain NCTC10735, whole genome shotgun sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/006/742/205/GCF_006742205.1_genomic.fna.gz	98.40	0.072	97.02-99.98	0.072	0.04-0.11	1	1.064	436/10141	90.35	NZ_AP019721.1 Staphylococcus epidermidis strain NBRC 100911 chromosome, complete genome
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/006/739/205/GCF_006739205.1_genomic.fna.gz	98.37	0.070	97.01-100.12	0.070	0.04-0.10	1	1.034	356/8600	90.24	NZ_AP019720.1 Streptococcus mutans strain NBRC 13955 chromosome, complete genome
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/001/027/105/GCF_001027105.1_genomic.fna.gz	98.03	0.091	97.10-99.15	0.091	0.06-0.12	1	1.052	573/11892	90.68	NZ_CP011526.1 Staphylococcus aureus strain DSM 20231 chromosome, complete genome
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/328/665/GCF_000328665.1_genomic.fna.gz	97.96	0.106	97.01-98.94	0.106	0.08-0.14	1	1.050	617/11397	91.02	NC_019977.1 Methanomethylovorans hollandica DSM 15978, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/016/385/GCF_000016385.1_genomic.fna.gz	97.69	0.048	95.48-99.24	0.048	0.03-0.10	1	1.069	216/9284	88.58	NC_009376.1 Pyrobaculum arsenaticum DSM 13514, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/008/545/GCF_000008545.1_genomic.fna.gz	97.47	25.000	NA-NA	HIGH	NA-NA	25	26.395	3611/7992	97.47	NC_000853.1 Thermotoga maritima MSB8, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/009/759/685/GCF_009759685.1_genomic.fna.gz	97.43	0.069	96.19-98.67	0.069	0.05-0.10	1	1.062	519/17043	89.35	NZ_CP046654.1 Acinetobacter baumannii strain ATCC 19606 chromosome, complete genome
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/014/425/GCF_000014425.1_genomic.fna.gz	97.30	0.119	96.22-98.66	0.119	0.08-0.17	1	1.056	373/7578	90.74	NC_008530.1 Lactobacillus gasseri ATCC 33323 = JCM 1131, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/186/445/GCF_000186445.1_genomic.fna.gz	97.29	0.085	95.88-98.83	0.085	0.05-0.13	1	1.052	326/9094	89.82	NZ_GL636070.1 Streptococcus agalactiae ATCC 13813 SCAFFOLD1, whole genome shotgun sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/166/775/GCF_000166775.1_genomic.fna.gz	97.18	0.976	97.03-97.35	0.976	0.90-1.04	2	1.739	3361/11815	96.03	NC_014720.1 Caldicellulosiruptor kronotskyensis 2002, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/144/915/GCF_000144915.1_genomic.fna.gz	97.06	0.087	95.58-99.06	0.087	0.05-0.14	1	1.082	219/6520	89.63	NC_014374.1 Acidilobus saccharovorans 345-15, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/784/835/GCF_000784835.1_genomic.fna.gz	96.94	25.000	NA-NA	HIGH	NA-NA	25	25.428	3014/7893	96.94	NZ_JSFH01000001.1 Thermotoga sp. Mc24 Contig1, whole genome shotgun sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCA/900/760/795/GCA_900760795.1_genomic.fna.gz	96.90	1.237	96.81-97.02	1.237	1.16-1.30	1	1.739	4786/17696	95.87	CAAFAI010000001.1 TPA_asm: Bacteroidaceae bacterium, isolate HGM04771, WGS project CAAFAI010000000 data, contig: SRS021948_34_k99_167, whole genome shotgun sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/002/945/325/GCF_002945325.1_genomic.fna.gz	96.76	1.556	96.57-96.88	1.556	1.41-1.75	2	2.405	2097/7296	96.06	NZ_CP026606.1 Methanococcus maripaludis strain DSM 2067 chromosome, complete genome
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/900/478/295/GCF_900478295.1_genomic.fna.gz	96.62	0.051	93.82-97.21	0.051	0.05-0.11	1	1.074	122/6991	87.76	NZ_LS483488.1 Helicobacter pylori NCTC 11637 = CCUG 17874 = ATCC 43504 strain NCTC 11637 chromosome 1, complete sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCA/000/445/185/GCA_000445185.1_genomic.fna.gz	96.60	11.000	NA-NA	HIGH	NA-NA	11	11.145	3854/11254	96.60	AVAF01000001.1 MAG: Thermoanaerobacter sp. A7A NODE_13_length_6096_cov_691.959473, whole genome shotgun sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCA/003/722/315/GCA_003722315.1_genomic.fna.gz	96.56	11.000	NA-NA	HIGH	NA-NA	11	11.222	3615/10684	96.56	CP033580.1 Thermoanaerobacter ethanolicus JW 200 chromosome, complete genome
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/009/730/335/GCF_009730335.1_genomic.fna.gz	96.51	0.060	94.74-98.11	0.060	0.03-0.10	1	1.029	205/10296	88.13	NZ_CP046315.1 Schaalia odontolytica strain FDAARGOS_732 chromosome, complete genome
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCA/019/414/665/GCA_019414665.1_genomic.fna.gz	96.51	1.236	96.38-96.67	1.236	1.14-1.32	1	1.745	2594/10874	95.48	DXLO01000001.1 MAG TPA_asm: Bacteroides sp. isolate HRGM_Genome_0405 HRGM_Genome_0405_1, whole genome shotgun sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCA/019/414/725/GCA_019414725.1_genomic.fna.gz	96.43	1.233	96.31-96.57	1.233	1.15-1.31	2	1.781	3337/14370	95.40	DXLM01000001.1 MAG TPA_asm: Bacteroides sp. isolate HRGM_Genome_0403 HRGM_Genome_0403_1, whole genome shotgun sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/019/655/335/GCF_019655335.1_genomic.fna.gz	96.41	5.000	NA-NA	HIGH	NA-NA	5	4.950	6844/21229	96.41	NZ_BPFD01000001.1 Shewanella hafniensis strain ATCC BAA-1207 sequence001, whole genome shotgun sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/009/729/055/GCF_009729055.1_genomic.fna.gz	96.39	0.174	95.58-97.23	0.174	0.13-0.22	1	1.102	605/11577	90.92	NZ_CP045484.1 Sulfurisphaera ohwakuensis strain TA-1 chromosome, complete genome
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCA/000/176/735/GCA_000176735.1_genomic.fna.gz	96.35	0.048	93.58-96.90	0.048	0.04-0.11	1	1.081	135/8712	87.42	ADBE01000139.1 Neisseria polysaccharea ATCC 43768 N_polysaccharea-1.0.1_Cont284.1, whole genome shotgun sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/012/843/875/GCF_012843875.1_genomic.fna.gz	96.20	1.440	96.08-96.35	1.440	1.35-1.54	2	2.054	2846/12259	95.40	NZ_JABAFY010000001.1 Desulfovibrio piger strain PG-251-APC-1 Contig_1, whole genome shotgun sequence
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	96.18	0.078	94.69-97.83	0.078	0.04-0.12	1	1.037	241/10561	88.52	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/013/009/555/GCF_013009555.1_genomic.fna.gz	96.14	1.210	96.03-96.28	1.210	1.13-1.27	1	1.766	4923/23489	95.08	NZ_CP046176.1 Phocaeicola dorei strain DSM 17855 chromosome, complete genome
meslier_reads/illumina_subsamp_1.fq	gtdb_genomes_reps_r214/database/GCF/000/147/695/GCF_000147695.2_genomic.fna.gz	96.00	11.000	NA-NA	HIGH	NA-NA	11	11.244	3112/11045	96.00	NC_015958.1 Thermoanaerobacter wiegelii Rt8.B1, complete sequence
